ID_0,est,se
ALB,0,0
ARG,0.03400000000000003,0.18131981931624816
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.014000000000000012,0.11754921445002436
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.18199999999999994,0.3860375953518323
HND,0.015000000000000013,0.12161327966052798
HRV,0,0
HUN,0,0
IND,0.023859999999999992,0.07236591495856372
ITA,0,0
MEX,0.6475001913469149,0.2860330501850252
NLD,0,0
PAK,0.015000000000000013,0.12161327966052798
PER,0.030000000000000027,0.17067257872642908
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.007000000000000006,0.08341437500789632
VEN,0.02400000000000002,0.15312559370479986
XKO,0,0
