ID_0,est,se
AGO,0.8258384,0.39642828670868036
ALB,0.9980796872533629,0.36113897389319993
ARE,0.9999946361111496,0.3606075931569754
ARG,0.9999333099742433,0.2904197429018096
AUS,0.8404571080000001,0.472729507443183
AUT,0.9999999999919755,0.24144714466655862
AZE,0.9988934277507183,0.3386779651788576
BDI,0.32000000000000006,0.46670956473787617
BEL,0.43488714399999995,0.08845338036667169
BFA,0.049000000000000044,0.21597603025716916
BGD,0.9998523963094333,0.32717491645694435
BGR,0.9999999999887089,0.33667612598409546
BIH,0.9060663650920255,0.34740844273656335
BLR,0.998925937092082,0.42282127380312134
BOL,0.9552263205540361,0.3067673711083289
BRA,1,0.3389784887221721
BRN,0.554,0.4973241712719495
BWA,0.052000000000000046,0.22213812222431642
CAN,0.26463000000000003,0.29475859773053326
CHE,0.995495782847972,0.31817454758290536
CHL,0.9758002349681792,0.26925265358245953
CHN,0.924169,0.289040970835095
CIV,0.016947999999999963,0.08824060105154129
CMR,0.014000000000000012,0.11754921445002436
COD,0.835799061952,0.37807326529209034
COL,0.9999999976620629,0.32909344178906236
CRI,0.9807624252652948,0.2696235566069677
CUB,0.29000000000000004,0.4539891035103223
CZE,0.9994039112892239,0.2533002991916258
DEU,0.9999999999999952,0.2842227878261902
DJI,0.123,0.32860155048170264
DNK,0.89595989513908,0.418178293830915
DOM,0.9595841547538667,0.28477957177084606
DZA,1,0.3229452420076972
ECU,0.9995139843670433,0.23570175142074765
EGY,0.9999999999999083,0.3816804556409567
ESP,0.8296632648173985,0.028252011880883634
EST,0.9633054844325768,0.4823833914514369
ETH,0.9857137579303191,0.304676198308818
FIN,0.9958930199389924,0.43760959031630936
FJI,0.4570000000000001,0.49839682924292306
FRA,0.9999991341821579,0.179256286635362
FRO,0.476,0.4996735671152454
GAB,0.08799999999999997,0.28343665312788385
GBR,0.8989115811888762,0.2433854286279557
GEO,0.8738187530550863,0.251225236779103
GHA,0.96494479696,0.4840325138735919
GLP,0.11099999999999999,0.3142893217686178
GMB,0.719,0.4497123983628217
