year,month,gid_4,est,se
2023,08,AUT.1.1.1.1_2,0.2679127725856698,0.8750679973579196
2023,08,AUT.1.1.10.1_2,0.2201453790238837,0.8174496926416891
2023,08,AUT.1.1.11.1_2,0.3499480789200416,0.9453697689264334
2023,08,AUT.1.1.12.1_2,0.26064382139148495,0.8671770292160738
2023,08,AUT.1.1.13.1_2,0.2699896157840083,0.8772684879784488
2023,08,AUT.1.1.14.1_2,0.3541017653167186,0.9480907129594637
2023,08,AUT.1.1.15.1_2,0.2710280373831776,0.8783598351473018
2023,08,AUT.1.1.16.1_2,0.25960539979231567,0.8660254037844386
2023,08,AUT.1.1.17.1_2,0.30218068535825543,0.9084470265238311
2023,08,AUT.1.1.18.1_2,0.25233644859813087,0.8577901841359525
2023,08,AUT.1.1.19.1_2,0.2710280373831776,0.8783598351473018
2023,08,AUT.1.1.2.1_2,0.2512980269989616,0.856588582692996
2023,08,AUT.1.1.20.1_2,0.23052959501557632,0.8311822904754418
2023,08,AUT.1.1.21.1_2,0.308411214953271,0.9138730765265032
2023,08,AUT.1.1.22.1_2,0.2762201453790239,0.8837284650841555
2023,08,AUT.1.1.23.1_2,0.31360332294911736,0.9182505104817565
2023,08,AUT.1.1.3.1_2,0.26895119418483904,0.8761712161444278
2023,08,AUT.1.1.4.1_2,0.2429906542056075,0.8467443533912671
2023,08,AUT.1.1.5.1_2,0.25233644859813087,0.8577901841359513
2023,08,AUT.1.1.6.1_2,0.25856697819314645,0.8648676199280464
2023,08,AUT.1.1.7.1_2,0.26168224299065423,0.868322520726021
2023,08,AUT.1.1.8.1_2,0.264797507788162,0.871722432887899
2023,08,AUT.1.1.9.1_2,0.29283489096573206,0.8999466650863239
2023,08,AUT.1.2.1.1_2,0.3032191069574247,0.9093646133427392
2023,08,AUT.1.2.1.2_2,0.3052959501557632,0.9111838453352843
2023,08,AUT.1.2.1.3_2,0.37383177570093457,0.9600000000000086
2023,08,AUT.1.2.1.4_2,0.2699896157840083,0.877268487978449
2023,08,AUT.1.2.1.5_2,0.3842159916926272,0.9656086163658584
2023,08,AUT.1.3.1.1_2,0.3063343717549325,0.9120855223058918
2023,08,AUT.1.3.1.2_2,0.3177570093457944,0.9216593730874809
2023,08,AUT.1.3.10.1_2,0.5109034267912773,0.9998719918069465
2023,08,AUT.1.3.10.2_2,0.31983385254413293,0.9233330926594137
2023,08,AUT.1.3.10.3_2,0.3032191069574247,0.9093646133427394
2023,08,AUT.1.3.10.4_2,0.5171339563862929,0.9999919999680024
2023,08,AUT.1.3.10.5_2,0.3489096573208723,0.9446777228240408
2023,08,AUT.1.3.11.1_2,0.3052959501557632,0.9111838453352833
2023,08,AUT.1.3.12.1_2,0.4994807892004154,0.9992777391696464
2023,08,AUT.1.3.13.1_2,0.49221183800623053,0.9986470848102424
2023,08,AUT.1.3.14.1_2,0.29906542056074764,0.9056621886774325
2023,08,AUT.1.3.14.2_2,0.31048805815160957,0.9156396671180227
2023,08,AUT.1.3.14.3_2,0.501557632398754,0.9994218328613901
2023,08,AUT.1.3.14.4_2,0.47352024922118385,0.9961204746414957
2023,08,AUT.1.3.15.1_2,0.31671858774662515,0.9208148565265482
2023,08,AUT.1.3.16.1_2,0.2876427829698858,0.8950329602869378
2023,08,AUT.1.3.17.1_2,0.3177570093457944,0.9216593730874808
2023,08,AUT.1.3.18.1_2,0.37279335410176534,0.9594144047282217
2023,08,AUT.1.3.19.1_2,0.2824506749740395,0.8899797750510944
2023,08,AUT.1.3.2.1_2,0.2907580477673936,0.8979977728257426
2023,08,AUT.1.3.20.1_2,0.3001038421599169,0.9065958305661835
2023,08,AUT.1.3.21.1_2,0.3177570093457944,0.9216593730874808
2023,08,AUT.1.3.22.1_2,0.5067497403946002,0.9997119585160604
2023,08,AUT.1.3.22.2_2,0.304257528556594,0.9102768809543593
2023,08,AUT.1.3.22.3_2,0.485981308411215,0.9979498985420064
2023,08,AUT.1.3.23.1_2,0.501557632398754,0.9994218328613904
2023,08,AUT.1.3.23.2_2,0.32191069574247144,0.9249864863877829
2023,08,AUT.1.3.23.3_2,0.5046728971962617,0.9996079231378711
2023,08,AUT.1.3.23.4_2,0.485981308411215,0.9979498985420057
2023,08,AUT.1.3.24.1_2,0.2741433021806854,0.8815985480931713
2023,08,AUT.1.3.25.1_2,0.2762201453790239,0.883728465084155
2023,08,AUT.1.3.26.1_2,0.304257528556594,0.9102768809543594
2023,08,AUT.1.3.26.2_2,0.49117341640706125,0.9985409355654805
2023,08,AUT.1.3.26.3_2,0.38006230529595014,0.9634189120003921
2023,08,AUT.1.3.26.4_2,0.5025960539979232,0.9994878688608412
2023,08,AUT.1.3.26.5_2,0.3115264797507788,0.9165151389911738
2023,08,AUT.1.3.26.6_2,0.47975077881619943,0.9971078176406067
2023,08,AUT.1.3.27.1_2,0.48390446521287644,0.9976853211308617
2023,08,AUT.1.3.28.1_2,0.2824506749740395,0.889979775051095
2023,08,AUT.1.3.3.1_2,0.4828660436137072,0.9975469913743459
2023,08,AUT.1.3.3.2_2,0.29802699896157836,0.904723162077768
2023,08,AUT.1.3.4.1_2,0.3343717549325026,0.9344859549506298
2023,08,AUT.1.3.4.2_2,0.32191069574247144,0.9249864863877828
2023,08,AUT.1.3.4.3_2,0.48078920041536866,0.9972582413798345
2023,08,AUT.1.3.4.4_2,0.29802699896157836,0.9047231620777682
2023,08,AUT.1.3.4.5_2,0.47559709241952236,0.9964657545545752
2023,08,AUT.1.3.5.1_2,0.3001038421599169,0.9065958305661829
2023,08,AUT.1.3.5.2_2,0.47975077881619943,0.9971078176406066
2023,08,AUT.1.3.5.3_2,0.47352024922118385,0.9961204746414959
2023,08,AUT.1.3.6.1_2,0.3146417445482866,0.9191104395011548
2023,08,AUT.1.3.7.1_2,0.3935617860851506,0.9702762493228424
2023,08,AUT.1.3.7.2_2,0.29595015576323985,0.9028288874421275
2023,08,AUT.1.3.7.3_2,0.3052959501557632,0.9111838453352837
2023,08,AUT.1.3.7.4_2,0.3260643821391485,0.9282327294380356
2023,08,AUT.1.3.7.5_2,0.29283489096573206,0.8999466650863238
2023,08,AUT.1.3.7.6_2,0.29802699896157836,0.9047231620777682
2023,08,AUT.1.3.8.1_2,0.28660436137071654,0.8940335564172126
2023,08,AUT.1.3.9.1_2,0.3011422637590862,0.9075241043630786
2023,08,AUT.1.4.1.1_2,0.3115264797507788,0.916515138991174
2023,08,AUT.1.4.1.2_2,0.3001038421599169,0.9065958305661842
2023,08,AUT.1.4.10.1_2,0.3312564901349948,0.9321780945720699
2023,08,AUT.1.4.10.2_2,0.29387331256490135,0.9009128703709322
2023,08,AUT.1.4.11.1_2,0.3011422637590862,0.9075241043630787
2023,08,AUT.1.4.11.2_2,0.5088265835929388,0.9997999799960005
2023,08,AUT.1.4.11.3_2,0.3125649013499481,0.9173854151881822
2023,08,AUT.1.4.11.4_2,0.3260643821391485,0.9282327294380359
2023,08,AUT.1.4.11.5_2,0.3073727933541018,0.9129819275319737
2023,08,AUT.1.4.11.6_2,0.5077881619937695,0.9997579707109188
2023,08,AUT.1.4.12.1_2,0.48909657320872274,0.9983165830537011
2023,08,AUT.1.4.12.2_2,0.4620976116303219,0.9939315871829367
2023,08,AUT.1.4.12.3_2,0.5036344755970924,0.9995498987044134
2023,08,AUT.1.4.2.1_2,0.29283489096573206,0.8999466650863243
2023,08,AUT.1.4.2.2_2,0.5005192107995846,0.9993517899118497
2023,08,AUT.1.4.3.1_2,0.29179646936656284,0.8989749718429317
2023,08,AUT.1.4.3.2_2,0.31568016614745587,0.9199652167337576
2023,08,AUT.1.4.4.1_2,0.49117341640706125,0.9985409355654806
2023,08,AUT.1.4.4.2_2,0.4994807892004154,0.9992777391696473
2023,08,AUT.1.4.4.3_2,0.2741433021806854,0.8815985480931712
2023,08,AUT.1.4.4.4_2,0.2876427829698858,0.8950329602869378
2023,08,AUT.1.4.5.1_2,0.28971962616822433,0.8970150500409778
2023,08,AUT.1.4.6.1_2,0.5160955347871236,0.9999819998379912
2023,08,AUT.1.4.6.2_2,0.4984423676012461,0.9991996797437432
2023,08,AUT.1.4.6.3_2,0.5150571131879543,0.9999679994879866
2023,08,AUT.1.4.7.1_2,0.3146417445482866,0.9191104395011551
2023,08,AUT.1.4.7.2_2,0.28868120456905505,0.8960267853139197
2023,08,AUT.1.4.7.3_2,0.3094496365524403,0.914758984651157
2023,08,AUT.1.4.8.1_2,0.4849428868120457,0.9978196229780146
2023,08,AUT.1.4.9.1_2,0.49117341640706125,0.9985409355654807
2023,08,AUT.1.4.9.2_2,0.49428868120456904,0.9988473356824791
2023,08,AUT.1.4.9.3_2,0.48390446521287644,0.9976853211308623
2023,08,AUT.1.4.9.4_2,0.48805815160955346,0.9981983770774248
2023,08,AUT.1.5.1.1_2,0.29802699896157836,0.904723162077768
2023,08,AUT.1.5.10.1_2,0.29179646936656284,0.8989749718429316
2023,08,AUT.1.5.10.2_2,0.25752855659397716,0.8637036528810185
2023,08,AUT.1.5.11.1_2,0.22845275181723781,0.828492607088313
2023,08,AUT.1.5.12.1_2,0.2720664589823468,0.8794452797076209
2023,08,AUT.1.5.13.1_2,0.22637590861889928,0.8257747876994096
2023,08,AUT.1.5.13.2_2,0.37487019730010385,0.9605810741421092
2023,08,AUT.1.5.14.1_2,0.3001038421599169,0.9065958305661833
2023,08,AUT.1.5.15.1_2,0.23883696780893043,0.8416650165000252
2023,08,AUT.1.5.16.1_2,0.245067497403946,0.8492443700137249
2023,08,AUT.1.5.17.1_2,0.2502596053997923,0.8553806170354734
2023,08,AUT.1.5.18.1_2,0.2512980269989616,0.8565885826929953
2023,08,AUT.1.5.19.1_2,0.23883696780893043,0.8416650165000253
2023,08,AUT.1.5.19.2_2,0.25545171339563866,0.8613570688164173
2023,08,AUT.1.5.2.1_2,0.23676012461059193,0.8390852161729494
2023,08,AUT.1.5.3.1_2,0.245067497403946,0.8492443700137255
2023,08,AUT.1.5.4.1_2,0.25960539979231567,0.8660254037844386
