ID_0,est,se
ALB,0,0
ARG,0.15600000000000003,0.3630369069334353
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.126,0.3320154126456093
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.18599999999999994,0.3893013685508382
HND,0.126,0.3320154126456093
HRV,0,0
HUN,0,0
IND,0.2017,0.2056337754054465
ITA,0,0
MEX,0.477522696895361,0.268760066287904
NLD,0,0
PAK,0.07299999999999995,0.2602666685127751
PER,0.16600000000000004,0.37226681638655706
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.008000000000000007,0.08912880535463237
VEN,0.15100000000000002,0.3582280381646966
XKO,0,0
