NAME_1,year,month,est,se
Maluku Utara,2016,08,0.129,0.33536766610911
Manabi,2016,08,0.161,0.3677148544921924
Managua,2016,08,0.008,0.08912880535463237
Mandalay,2016,08,0.752,0.9385059760309327
Manipur,2016,08,0.244,0.4297076315922824
Maputo City,2016,08,0,0
Maramureș,2016,08,0.9079999999999999,0.9386869992133671
Maranhão,2016,08,0.32099999999999995,0.7335822821105034
Marche,2016,08,2.674,2.444807721217115
Marijampoles,2016,08,1.029,0.9332869127247372
Maritime,2016,08,0.296,0.45671938057476014
Marrakech - Tensift - Al Haouz,2016,08,0.316,0.4651455260027343
Mascara,2016,08,1.069,0.9952776070460632
Massachusetts,2016,08,1.019,1.357033939882688
Matagalpa,2016,08,0.665,0.9426889922580137
Matam,2016,08,0.112,0.3155242550986462
Mato Grosso,2016,08,0.596,1.390081344511769
Mato Grosso do Sul,2016,08,0.331,0.4708085180417413
Matrouh,2016,08,0.169,0.3749394345485409
Maule,2016,08,0.011,0.10435463521037236
Mazandaran,2016,08,2.973,4.379240844560753
Mazowieckie,2016,08,2.653,2.449607621238136
Mecklenburg-Vorpommern,2016,08,1.574,1.4751633899047014
Médenine,2016,08,0.539,0.4987261049190505
Medimurska,2016,08,0.537,0.4988786223921405
Meknès - Tafilalet,2016,08,0.418,0.49347696959383985
Mendoza,2016,08,0.264,0.4410198391212106
Mersin,2016,08,0.436,0.4961352135760474
Meta,2016,08,0.249,0.656061550584002
Metropolitan Manila,2016,08,0.168,0.3740533597174552
México,2016,08,2.7399999999999998,5.30959127217916
Michigan,2016,08,0.827,0.91428400870767
Michoacán,2016,08,1.033,1.5277826324688164
Mie,2016,08,0.5,0.5002501876563868
Mila,2016,08,0.717,0.9592453794134025
Minas Gerais,2016,08,2.9219999999999997,4.761469115673611
Minsk,2016,08,0.926,1.0095255261115468
Miranda,2016,08,0.13,0.33647171235218754
Misiones,2016,08,0.181,0.38521083498181535
Mizoram,2016,08,0.321,0.46709439857182744
Mogilev,2016,08,0.358,0.4796520260210167
Molise,2016,08,0.784,0.9458528718321801
Mombasa,2016,08,0.383,0.7779515475743187
Monastir,2016,08,0.197,0.3979313374809144
Mongala,2016,08,0.249,0.4326501891669368
Monseñor Nouel,2016,08,0.236,0.4248346554654934
Montana,2016,08,0.508,0.5001861515337926
Montevideo,2016,08,1.13,1.6579550737964601
Moquegua,2016,08,0.113,0.3167512136225074
Moravički,2016,08,0.219,0.4137755553560531
Moravskoslezský,2016,08,0.817,0.9275318227903238
Morelos,2016,08,0.657,0.9370902411455844
Moscow City,2016,08,1.316,1.6091973074355523
Moskva,2016,08,2.347,2.3010729455802807
Mostaganem,2016,08,1.169,1.4498815858632927
Mount Lebanon,2016,08,0.559,1.1436341827399834
Mpumalanga,2016,08,0.013,0.11333068359382575
Mtskheta-Mtianeti,2016,08,0.242,0.428508599236491
Musandam,2016,08,0.234,0.4235840216809688
Muscat,2016,08,0.813,0.9704089600928948
Mykolayiv,2016,08,0.543,0.49839682924292306
Mymensingh,2016,08,0.712,0.9041047855498687
"NA",2016,08,0.488,0.5001060948499889
Nabatiyeh,2016,08,0.403,0.4907461989988632
Nabeul,2016,08,0.523,0.8698361232441708
Nairobi,2016,08,0.581,1.103412461525156
Najran,2016,08,0.066,0.24840633185509925
Nakhchivan,2016,08,0.396,0.48930912869414506
Nakhon Nayok,2016,08,0.277,0.4477404063421923
Nakhon Phanom,2016,08,0.291,0.45445079549443584
Nakhon Ratchasima,2016,08,0.567,0.9018442727763045
Nakhon Sawan,2016,08,0.205,0.403903624814309
Namangan,2016,08,0.254,0.43551541152257023
Napo,2016,08,0.333,0.4715223571935198
Nariño,2016,08,0.377,0.4848774134831464
Navoiy,2016,08,0.563,0.4962633144584408
Nayarit,2016,08,0.332,0.4711666350644939
NCT of Delhi,2016,08,0.002,0.04469897088298564
Neamț,2016,08,1.4849999999999999,1.5002592124565373
Ñeembucú,2016,08,0.142,0.34922479573758497
Nenets,2016,08,0.692,0.4618975528722244
Neuquén,2016,08,0.752,1.257161405554256
Nevada,2016,08,0.008,0.08912880535463237
New Jersey,2016,08,0.277,0.6488365948836201
New Taipei,2016,08,0.281,0.4497123983628217
New York,2016,08,0.436,0.4961352135760474
Niederösterreich,2016,08,4.555,4.971174764349159
Niedersachsen,2016,08,5.428,4.254200079127963
Ninawa,2016,08,0.527,0.8645143698503792
Nišavski,2016,08,0.406,0.4913302406787164
Nitriansky,2016,08,1.263,0.9586312240510279
Nizhegorod,2016,08,2.074,1.9615637722562278
Nofsinhar,2016,08,0.442,0.49687310541312546
Nógrád,2016,08,1.229,1.4192880407311281
Nong Khai,2016,08,0.385,0.48683879468671354
Nonthaburi,2016,08,0.322,0.46747677432631296
Noord-Brabant,2016,08,32.835,27.95096463524947
Noord-Holland,2016,08,27.228,21.877182498618435
Nord-Kivu,2016,08,0.251,0.43380547159664457
Nordrhein-Westfalen,2016,08,9.13,7.2287067473825894
Norðurland vestra,2016,08,0.65,0.47720826452161086
Normandie,2016,08,0.986,0.9984769400036059
Norrbotten,2016,08,1.472,0.8816861821233322
North,2016,08,0.327,0.46935199082489393
North Kazakhstan,2016,08,0.728,0.44521254947969985
North Khorasan,2016,08,1.139,1.347226451555388
Northern,2016,08,0.309,0.4623123757079544
Northern Cape,2016,08,0.098,0.29746341705239066
Notranjsko-kraška,2016,08,0.46,0.49864681754589457
Nouakchott,2016,08,0.012,0.10893974420691407
Nouvelle-Aquitaine,2016,08,3.008,3.402810466948655
Novgorod,2016,08,0.974,0.9718706864705764
Novosibirsk,2016,08,1.259,0.9627094366038297
Ñuble,2016,08,0.216,0.4117201883725323
Nueva Ecija,2016,08,0.281,0.4497123983628217
Nuevo León,2016,08,0.351,0.4775217555536366
Nugaal,2016,08,0.381,0.4858755757136544
Nusa Tenggara Barat,2016,08,0.752,1.2769639779667536
Nusa Tenggara Timur,2016,08,0.104,0.30541328929383094
Oaxaca,2016,08,0.8089999999999999,1.2807060131288936
Obalno-kraška,2016,08,0.073,0.2602666685127751
Oberösterreich,2016,08,5.234,5.711316445597592
Occitanie,2016,08,3.011,3.7436408993629358
Odessa,2016,08,1.334,1.4550826491365196
Odisha,2016,08,2.237,3.877375359949069
Ogun,2016,08,0.5840000000000001,1.168524565583195
Oklahoma,2016,08,0.246,0.5713311613007653
Olt,2016,08,0.469,0.4992877810324305
Omsk,2016,08,0.549,0.49784219070589714
Oran,2016,08,3.075,3.8590768460477296
Ordu,2016,08,0.862,0.9908268930891887
Oregon,2016,08,1.8800000000000001,1.9713859018949
Orenburg,2016,08,0.534,0.4990922691177385
Oromia,2016,08,0.5469999999999999,1.1209612656589465
Oshikoto,2016,08,0.122,0.32744957355785825
Osjecko-Baranjska,2016,08,0.473,0.4995202903992194
Osmaniye,2016,08,0.808,0.972614157620284
Osrednjeslovenska,2016,08,0.188,0.39090767299812473
Östergötland,2016,08,1.766,1.464778626659174
Otdar Mean Chey,2016,08,0.266,0.44208533049564025
Ouargla,2016,08,0.14,0.3471606552023436
Oudômxai,2016,08,0.3,0.45848687027025126
Ouest,2016,08,0.168,0.3740533597174552
Oulu,2016,08,0.473,0.4995202903992194
Oum el Bouaghi,2016,08,0.836,0.9786416354925203
Overijssel,2016,08,14.108,11.629443566370643
Oyo,2016,08,0.145,0.3522770203960217
P'yŏngyang,2016,08,0.345,0.4756061408363029
Pahang,2016,08,0.316,0.4651455260027343
País Vasco,2016,08,0.022,0.2305016370208521
Panamá,2016,08,0.137,0.3440194025768741
Panamá Oeste,2016,08,0.302,0.45935499018406994
Pando,2016,08,0.081,0.27297163499805893
Paraná,2016,08,1.06,2.3586892260384533
Pardubický,2016,08,1.3330000000000002,0.942963507312442
Pastaza,2016,08,0.146,0.3532829019480122
Pays de la Loire,2016,08,0.628,0.6612198615001049
Pazardzhik,2016,08,0.443,0.49698893146427114
"Peloponnese, Western Greece and the Ionian Islands",2016,08,0.306,0.7823313557255982
Pennsylvania,2016,08,0.744,0.9656615740945841
Perak,2016,08,1.384,1.9011803710550563
Perm',2016,08,0.614,0.48707416400507353
Pernambuco,2016,08,2.33,3.7945632262937288
Pernik,2016,08,0.502,0.5002461856388775
Pest,2016,08,6.799,7.398923316621951
Phangnga,2016,08,0.098,0.29746341705239066
Phnom Penh,2016,08,0.5469999999999999,0.8713565478642453
Phuket,2016,08,0.154,0.3611293596682696
Pichincha,2016,08,0.39099999999999996,0.7580012209003153
Piemonte,2016,08,4.469,3.9020616197476663
Piura,2016,08,0.15,0.4285309895130285
Pleven,2016,08,1.124,0.9927459619901817
Plovdiv,2016,08,1.051,1.3843853169624922
Plzeňský,2016,08,1.251,0.9640902625043762
Podkarpackie,2016,08,1.305,1.469718309919666
Podlaskie,2016,08,0.303,0.45978516983739526
Podravska,2016,08,1.136,0.9468705585673309
Pointe-à-Pitre,2016,08,0.347,0.4762539425745658
Poltava,2016,08,0.523,0.4997206426802086
Pomoravski,2016,08,0.417,0.4933095928059319
Pomorskie,2016,08,0.364,0.4813893805805605
Portalegre,2016,08,0.363,0.4811054587743341
Porto,2016,08,2.723,2.9609022059238783
Prachuap Khiri Khan,2016,08,0.277,0.4477404063421923
Prague,2016,08,1.2029999999999998,0.9781705967411367
Prahova,2016,08,0.651,0.4768924684102554
Primorsko-Goranska,2016,08,1.723,1.963517178397737
Principado de Asturias,2016,08,0.007,0.08341437500789632
Prizren,2016,08,0,0
Provence-Alpes-Côte d'Azur,2016,08,2.259,2.5939040053732008
Puducherry,2016,08,0.46299999999999997,0.8332149098368742
Puebla,2016,08,0.821,1.2478616617666403
Puerto Plata,2016,08,0.429,0.49518098126261295
Punjab,2016,08,4.384,5.7956803656720695
Puntarenas,2016,08,0.157,0.3639828065767441
Putumayo,2016,08,0.25,0.4332293707583636
Qaraqalpaqstan,2016,08,0.388,0.48753840227585526
Qom,2016,08,0.356,0.4790547917446328
Quảng Nam,2016,08,0.335,0.4722266383824593
Québec,2016,08,1.065,0.9720907051657495
Querétaro,2016,08,0.07200000000000001,0.355574654738502
Quindío,2016,08,0,0
Quintana Roo,2016,08,0.5880000000000001,0.8828065578530192
Rabat - Salé - Zemmour - Zaer,2016,08,0.247,0.5788308286533436
Rajasthan,2016,08,6.832,8.812053727920103
Rajshahi,2016,08,0.137,0.3440194025768741
Ras Al-Khaimah,2016,08,0.687,0.949863309786374
Ratchaburi,2016,08,0.107,0.30926792049394103
Razavi Khorasan,2016,08,0.486,0.5000540511325291
Razgrad,2016,08,0.9670000000000001,0.9946253513264127
Región de Murcia,2016,08,0.005,0.07056897321046962
Relizane,2016,08,0.837,0.9379371974683657
Repuplika Srpska,2016,08,1.258,1.4076220035053835
Rheinland-Pfalz,2016,08,5.5840000000000005,4.927249309198023
Riau,2016,08,0.489,1.0706752213221482
Rif Dimashq,2016,08,0.5549999999999999,0.8731353614851542
Rio de Janeiro,2016,08,1.004,1.9218018977839801
Rio Grande do Sul,2016,08,1.196,2.0551385195621545
Risaralda,2016,08,0.492,0.8548139975823966
Rivera,2016,08,0.126,0.3320154126456093
Rivers,2016,08,0.192,0.39407016036651554
Rivne,2016,08,0.318,0.4659324984298618
Rondônia,2016,08,0.43300000000000005,0.823153918154063
Rostov,2016,08,0.665,0.9218871873005847
Ruse,2016,08,0.398,0.4897303705467283
Ryazan',2016,08,0.49,0.5001501276118503
Saarland,2016,08,0.402,0.4905472827736758
Sabah,2016,08,0.298,0.7090456472479219
Sachsen,2016,08,2.052,1.8724043602980824
Sachsen-Anhalt,2016,08,3.284,3.0849323187016884
Saïda,2016,08,0.263,0.4404827181911057
Saint-Denis,2016,08,0.134,0.3408227694273963
Saint-Paul,2016,08,0.138,0.3450725649411658
Sakarya,2016,08,1.959,1.8912914929759403
Sakha,2016,08,1.187,0.9301948373191613
Salto,2016,08,0.278,0.4482375674984382
Salzburg,2016,08,0.518,0.4999259204381444
Samara,2016,08,0.289,0.45352473436923446
Samarqand',2016,08,0.898,1.0161959909621159
Samegrelo-Zemo Svaneti,2016,08,0.58,0.49380547166252
Samsun,2016,08,1.741,1.9297736922882478
Samut Prakan,2016,08,0.203,0.5058278862004865
San José,2016,08,0.086,0.28050433629924987
San Luis Potosí,2016,08,0.236,0.5517902409163207
San Pedro,2016,08,0.385,0.48683879468671354
San Pedro de Macorís,2016,08,0.45499999999999996,0.8286350273067438
San Salvador,2016,08,0.618,1.1752400934219307
San`a',2016,08,0.365,0.4816710568500115
Sanliurfa,2016,08,1.786,1.9399509598263798
Santa Catarina,2016,08,1.59,2.8354754439328493
Santa Cruz,2016,08,0.126,0.3744454382374256
Santa Elena,2016,08,0.316,0.4651455260027343
Santa Fe,2016,08,0.146,0.3532829019480122
Santa Rosa,2016,08,0.181,0.38521083498181535
Santander,2016,08,0.286,0.6909709736876815
Santiago,2016,08,0,0
Santiago Metropolitan,2016,08,0.14100000000000001,0.5122023049976204
Santo Domingo,2016,08,0.247,0.4625168119162489
São Paulo,2016,08,6.906,12.162959347766039
Sarawak,2016,08,0.196,0.3971671458488753
Sardegna,2016,08,1.676,2.3351574367208388
Satu Mare,2016,08,0.563,0.4962633144584408
Schleswig-Holstein,2016,08,2.319,1.9450122046059586
Scotland,2016,08,0.235,0.42421097929562707
Selangor,2016,08,0.8079999999999999,1.346153161440946
Semnan,2016,08,0.281,0.4497123983628217
Seoul,2016,08,4.826,6.335043551593669
Sergipe,2016,08,0.181,0.38521083498181535
Sétif,2016,08,1.555,1.8593971453702827
Setúbal,2016,08,2.257,3.2652674653053313
Sevastopol',2016,08,0.532,0.4992246240173107
Severno-Bački,2016,08,0.65,0.9366704668627859
Sfax,2016,08,0.463,0.4988786223921405
Shaki-Zaqatala,2016,08,1.178,0.9758784261866329
Sharjah,2016,08,1.198,1.8141356626184193
Shkodër,2016,08,0.527,0.4995202903992194
Si Sa Ket,2016,08,0.371,0.777017093568124
Šiauliai,2016,08,0.692,0.4618975528722244
Šibensko-Kninska,2016,08,1.439,1.4220239370102874
Sicily,2016,08,2.816,3.779429074622324
Sidi Bel Abbès,2016,08,0.346,0.4759312035478558
Sidi Bou Zid,2016,08,0.358,0.4796520260210167
Silistra,2016,08,1.172,0.9617473801702339
Sinaloa,2016,08,0.132,0.3386601403925338
Sindh,2016,08,0.264,0.4410198391212106
Sirdaryo,2016,08,0.386,0.48707416400507353
Sjælland,2016,08,1.251,0.9618905460004891
Skåne,2016,08,0.511,0.500129112459102
Skikda,2016,08,0.869,0.9913849139766109
Śląskie,2016,08,1.525,1.8900554000179877
Smolensk,2016,08,1.1219999999999999,0.992895751365195
Södermanland,2016,08,0.421,0.49396660110072527
Sofia,2016,08,1.174,1.7566906366978836
Solothurn,2016,08,0.532,0.4992246240173107
Somali,2016,08,0.372,0.4835802413765991
Somogy,2016,08,3.9400000000000004,3.882969868746648
Songkhla,2016,08,0.487,0.7998894165312265
Sonora,2016,08,0.478,0.4997657108743714
Souss - Massa - Draâ,2016,08,0.793,0.9788299460560124
Sousse,2016,08,1.5710000000000002,1.8847787620985608
South,2016,08,1.0859999999999999,0.9910931233099507
South Khorasan,2016,08,0.168,0.3740533597174552
Southern Finland,2016,08,0.596,0.4909429956981004
"Southern Nations, Nationalities and Peoples",2016,08,0.304,0.4602127723084137
Splitsko-Dalmatinska,2016,08,3.898,4.358746260551592
Srednje-Banatski,2016,08,0.434,0.4958728565770563
Sremski,2016,08,0.536,0.8862064775641838
Stara Zagora,2016,08,0.759,0.9297326559910869
Stavropol',2016,08,0.3,0.45848687027025126
Steiermark,2016,08,5.43,5.591363442223118
Stockholm,2016,08,0.825,0.38015722999769386
Středočeský,2016,08,3.105,2.377624425757769
Sucumbios,2016,08,0.159,0.36585906146062974
Suhaj,2016,08,1.387,1.8649003998460914
Sulawesi Barat,2016,08,0.421,0.8155794932606186
Sulawesi Selatan,2016,08,0.412,0.4924413655436538
Sulawesi Tengah,2016,08,0.152,0.3592005359475749
Sulawesi Tenggara,2016,08,0.401,0.8005401897723656
Sulawesi Utara,2016,08,0.8300000000000001,1.3414820561613907
Šumadijski,2016,08,0.513,0.5000810745080052
Sumatera Selatan,2016,08,0.13,0.33647171235218754
Sumatera Utara,2016,08,0.627,1.1483925082286306
Sumy,2016,08,0.957,0.9818752186608097
Suphan Buri,2016,08,0.362,0.4808192874533916
Surat Thani,2016,08,0.58,0.8901120181465555
Surxondaryo,2016,08,0.597,0.4907461989988632
Świętokrzyskie,2016,08,1.228,1.3671296062345721
Syddanmark,2016,08,0.672,0.46971974265154814
Sylhet,2016,08,0.212,0.4089293621436632
Szabolcs-Szatmár-Bereg,2016,08,1.601,1.9260509602224007
Tabasco,2016,08,0.519,0.8621525224993281
Tabuk,2016,08,0.41900000000000004,0.8081688053069045
Táchira,2016,08,0.32999999999999996,0.74114310358788
Tadla - Azilal,2016,08,0.506,0.8697873493302715
Taichung,2016,08,0.076,0.26513071171460745
Taiwan,2016,08,0.7250000000000001,0.9468151152243482
Tamaulipas,2016,08,0.552,0.6120567885128763
Tamil Nadu,2016,08,4.679,7.613967215668782
Tanger - Tétouan,2016,08,1.5010000000000001,1.4962390721317216
Targovishte,2016,08,0.663,0.4729214043101186
Tarija,2016,08,0.091,0.28775302222878874
Tartu,2016,08,0.588,0.4924413655436538
Tartus,2016,08,0.456,0.4983094543677777
Tasmania,2016,08,0.344,0.475278749672116
Tataouine,2016,08,0.212,0.4089293621436632
Tatarstan,2016,08,1.538,1.492441228313278
Tây Ninh,2016,08,0.432,0.4956022816953344
Tbilisi,2016,08,0.195,0.3963989557656934
Tébessa,2016,08,0.532,0.4992246240173107
Tehran,2016,08,1.483,2.346873081698604
Tekirdag,2016,08,0.518,0.4999259204381444
Telangana,2016,08,1.284,2.3880695208688656
Teleorman,2016,08,1.644,1.4723964587525367
Telšiai,2016,08,0.406,0.4913302406787164
Tennessee,2016,08,0.288,0.4530576798391804
Ternopil',2016,08,0.326,0.4689818162188636
Texas,2016,08,1.8119999999999998,2.2877874110191208
Thái Nguyên,2016,08,0.18,0.38437969216355294
Thessaly and Central Greece,2016,08,0.384,0.48660125439704816
Thiès,2016,08,0.193,0.39485048677557294
Thüringen,2016,08,1.212,1.1685619266020675
Tiaret,2016,08,0.41,0.4920794063381866
Ticino,2016,08,1.386,1.4468671706643934
Timiș,2016,08,0.17,0.3758207567993567
Tipaza,2016,08,1.046,1.3631793092247937
Tiranë,2016,08,0.386,0.48707416400507353
Tirol,2016,08,3.31,3.3664099523977358
Tlaxcala,2016,08,0.309,0.4623123757079544
Tlemcen,2016,08,0.173,0.3784365392165696
Tocantins,2016,08,0.154,0.3611293596682696
Togdheer,2016,08,0.106,0.30799165387857325
Tokat,2016,08,1.077,0.9929640744295332
Tolna,2016,08,2.102,1.9856898844241928
Tomsk,2016,08,0.421,0.49396660110072527
Toscana,2016,08,1.125,2.1796792475988545
Toshkent,2016,08,1.423,1.3585834627559907
Toshkent Shahri,2016,08,0.158,0.36492351139542817
Tramuntana,2016,08,0.23,0.4210430824479572
Trang,2016,08,0.162,0.3686351745179669
Trenčiansky,2016,08,0.227,0.41910219117375974
Trentino-Alto Adige,2016,08,0.627,0.6426464110666672
Tripura,2016,08,0.341,0.4742825570732535
Trnavský,2016,08,0.236,0.4248346554654934
Tucumán,2016,08,0.067,0.25014710386805117
Tula,2016,08,0.735,0.7335319006817778
Tulcea,2016,08,1.49,1.428044478683483
Tumbes,2016,08,0.145,0.3522770203960217
Tunis,2016,08,1.4829999999999999,1.8456684209237397
Tver',2016,08,0.567,0.4957385972029581
Udmurt,2016,08,0.995,0.9684576548597454
Ulaanbaatar,2016,08,0.032,0.17608806605504818
Ulsan,2016,08,0.5820000000000001,0.8292812267059713
Umbria,2016,08,0.44499999999999995,0.6687072634821011
Unity,2016,08,0.359,0.4799472360055315
Uppsala,2016,08,0.704,0.900434329519355
Usak,2016,08,1.0010000000000001,0.9967062836107008
Ústecký,2016,08,0.754,0.4308940353145651
Utenos,2016,08,0.513,0.5000810745080052
Utrecht,2016,08,14.879,12.154419958499016
Uttar Pradesh,2016,08,9.624,14.413320181563657
Uttarakhand,2016,08,1.1680000000000001,1.739629557564088
Vågø,2016,08,0.727,0.4457237593730782
Valais,2016,08,0.529,0.49940805801309257
Vâlcea,2016,08,0.762,0.9345286315513117
Valle d'Aosta,2016,08,0.418,0.49347696959383985
Valle del Cauca,2016,08,0.721,1.3048495569971816
Valparaíso,2016,08,0.881,1.450895979026266
Varaždinska,2016,08,0.415,0.4929685771101623
Vargas,2016,08,0.269,0.4436618485241162
Värmland,2016,08,1.0510000000000002,0.9557143967591001
Varna,2016,08,1.6079999999999999,1.8778105694224914
Vas,2016,08,0.495,0.70723098631832
Vaslui,2016,08,1.117,0.9927699739890857
Västra Götaland,2016,08,1.7770000000000001,1.4530038129491145
Vaud,2016,08,0.468,0.4992246240173107
Veliko Tarnovo,2016,08,2.027,1.9433899951344613
Veneto,2016,08,2.137,2.3868039376641628
Veracruz,2016,08,0.754,1.2949509484573274
Vest-Agder,2016,08,0.596,0.4909429956981004
Veszprém,2016,08,2.29,2.612846903885754
Viana do Castelo,2016,08,0.544,0.4983094543677777
Victoria,2016,08,0.305,0.4606378047741926
Vidin,2016,08,0.288,0.4530576798391804
Vidzeme,2016,08,0.588,0.4924413655436538
Vilniaus,2016,08,0.623,0.9265703032040544
Vinnytsya,2016,08,1.223,1.3705307096022248
Virginia,2016,08,1.256,1.4786818472590377
Viseu,2016,08,0.398,0.4897303705467283
Vitebsk,2016,08,0.576,0.494437527366672
Vlaanderen,2016,08,2.61,2.4033237469981485
Vladimir,2016,08,1.017,0.9891824493829882
Vlorë,2016,08,0.649,0.9096345634304738
Volgograd,2016,08,0.726,0.9296335520304269
Volyn,2016,08,0.412,0.4924413655436538
Vorarlberg,2016,08,1.496,1.4848742478022232
Voronezh,2016,08,0.486,0.5000540511325291
Vratsa,2016,08,1.259,1.4439664924411235
Wakiso,2016,08,0.346,0.7501171068006391
Wallonie,2016,08,1.317,1.8546075151813222
Warmińsko-Mazurskie,2016,08,0.568,0.4956022816953344
Washington,2016,08,0.7050000000000001,0.9527423032503454
Wasit,2016,08,0.203,0.402433787041984
West Azarbaijan,2016,08,0.7210000000000001,0.9007984022546487
West Bank,2016,08,0.9810000000000001,1.9626114083886543
West Bengal,2016,08,2.283,4.22756521539893
West Virginia,2016,08,0.429,0.49518098126261295
Western,2016,08,0.579,0.8932281635473489
Western Australia,2016,08,0.307,0.4614801880514092
Western Cape,2016,08,0.5469999999999999,1.0492201585114174
Western Finland,2016,08,1.7530000000000001,1.4519328737480441
Wielkopolskie,2016,08,1.431,1.4907091098323868
Wien,2016,08,0.007,0.08341437500789632
Woqooyi Galbeed,2016,08,0.429,0.8212875994309075
Xorazm,2016,08,0.385,0.48683879468671354
Yamal-Nenets,2016,08,0.767,0.4229537680289536
Yambol,2016,08,0.532,0.4992246240173107
Yangon,2016,08,0.126,0.3320154126456093
Yaracuy,2016,08,0.162,0.3686351745179669
Yaroslavl',2016,08,1.381,0.905319914148872
Yazd,2016,08,0.623,0.8440734537094032
Yogyakarta,2016,08,0.204,0.4031706171666613
Yucatán,2016,08,0.21000000000000002,0.5241862039140639
Zacatecas,2016,08,0.363,0.4811054587743341
Zachodniopomorskie,2016,08,1.647,1.461622346085622
Zadarska,2016,08,2.459,2.392079132306661
Zagrebačka,2016,08,1.0070000000000001,0.9989613481476759
Zala,2016,08,2.5660000000000003,2.8078618861199764
Zanjan,2016,08,0.31,0.462724663395106
Zanzibar West,2016,08,0.218,0.4130939925085411
Zapadno-Bački,2016,08,0.699,0.9116811478093276
Zaporizhia,2016,08,2.468,1.887274005690448
Zarqa,2016,08,0.44699999999999995,0.8144152691778201
Zeeland,2016,08,6.844,5.869239371927906
Zeeuwse meren,2016,08,0,0
Zemgale,2016,08,0.759,0.42790431418963526
Zhambyl,2016,08,0.402,0.4905472827736758
Zhytomyr,2016,08,1.811,1.9175354716205195
Ziguinchor,2016,08,0.227,0.41910219117375974
Žilinský,2016,08,0.652,0.4765743626372731
Zlatiborski,2016,08,0.952,0.9932543821331558
Zuid Hollandse Meren,2016,08,0.583,0.4933095928059319
Zuid-Holland,2016,08,30.43,24.38511235605113
Zürich,2016,08,0.27,0.4752846251258
