ID_0,est,se
ALB,0.9999999869219477,0.2551910591336585
ARE,0.844,0.3630369069334353
AUT,0.9814953504981957,0.12531213533728
BEL,0.0040000000000000036,0.009021502644179545
BGR,0.0010000000000000009,0.007905694150420948
CHE,0.533408100304,0.3291206322172104
CHN,0,0
COL,0.01200000000000001,0.10893974420691407
CZE,0.668084,0.30314143823181816
DEU,0.9799232754058368,0.18103457366062498
DNK,0.897,0.304110972316823
ESP,0.9371782860803581,0.01696352471367192
FRA,0.6661855248020617,0.05648768207371335
GBR,0.19799999999999995,0.3986915536538929
GMB,0.805,0.39639895576569334
GRC,0.024846000000000035,0.044380769932079345
HRV,0.9754387561,0.28751432589589293
HUN,0.9999985078327013,0.10019961855420814
IND,0.10542711731104004,0.08802223396967697
IRN,0,0
ITA,0.9999827989525064,0.1386365759616048
MAR,0.03500000000000003,0.09193585917476489
MEX,0.3547515699999999,0.2618301203295085
NLD,1,0.17474222818736204
PAK,0,0
PER,0.10799999999999998,0.15526785922433564
POL,0.013000000000000012,0.11333068359382575
PRT,0.87364852008688,0.2899239965163004
ROU,0.76025,0.21053959388705315
RUS,0.020000000000000018,0.14007005254378832
SAU,0.139,0.3461196307619647
SRB,0.942145568785,0.20975420302316083
SVN,0,0
TUR,0.9943557737785874,0.19169221840865192
USA,0,0
UZB,0.998,0.04469897088298564
XKO,0.844708574332,0.267056952029631
