lon,lat,est,se,month
-0.05,38.75,0,0,04
-0.05,38.775,0,0,04
-0.05,38.8,0,0,04
-0.05,38.824999999999996,0,0,04
-0.05,38.85,0,0,04
-0.05,39.9,0,0,04
-0.05,39.900000000000006,0,0,04
-0.05,39.925,0,0,04
-0.05,39.95,0,0,04
-0.05,39.975,2.621431402465275e-15,5.422984688813095e-16,04
-0.05,40,0,0,04
-0.05,40.025,0,0,04
-0.05,40.025000000000006,0,0,04
-0.05,40.05,0,0,04
-0.05,40.074999999999996,0,0,04
-0.05,40.1,0,0,04
-0.05,40.125,0,0,04
-0.05,40.15,0,0,04
-0.05,40.175,0,0,04
-0.05,40.25,0,0,04
-0.05,40.275,0,0,04
-0.05,40.275000000000006,0,0,04
-0.05,40.3,0,0,04
-0.05,40.375,0,0,04
-0.05,40.7,0,0,04
-0.05,40.725,0,0,04
-0.05,40.75,0,0,04
-0.05,40.775,0,0,04
-0.05,40.775000000000006,0,0,04
-0.05,40.8,0,0,04
-0.05,40.824999999999996,0,0,04
-0.05,40.825,0,0,04
-0.05,40.95,0,0,04
-0.05,40.975,0,0,04
-0.05,41.2,0,0,04
-0.05,41.225,0,0,04
-0.05,41.475,0,0,04
-0.05,41.5,0,0,04
-0.05,41.525,0,0,04
-0.05,41.7,0,0,04
-0.05,41.725,0,0,04
-0.05,42.05,0,0,04
-0.05,42.1,0,0,04
-0.05,42.125,0,0,04
-0.05,42.15,0,0,04
-0.05,42.175,0,0,04
-0.05,42.6,0,0,04
-0.05,42.625,0,0,04
-0.05,42.65,0,0,04
-0.05,42.675,0,0,04
-0.05,42.7,0,0,04
-0.05,42.725,0,0,04
-0.05,42.85,0,0,04
-0.05,42.875,0,0,04
-0.05,43.075,0,0,04
-0.1,38.525,6.5711017259078e-16,9.860464170849565e-17,04
-0.1,38.525000000000006,6.5711017259078e-16,9.860464170849565e-17,04
-0.1,38.55,3.6445502335638584e-16,5.4689393797130925e-17,04
-0.1,38.574999999999996,0,0,04
-0.1,38.575,0,0,04
-0.1,38.6,1.2945617103246126e-16,1.9425934788501677e-17,04
-0.1,38.625,0,0,04
-0.1,38.65,0,0,04
-0.1,38.675,0,0,04
-0.1,38.7,0,0,04
-0.1,38.725,0,0,04
-0.1,38.75,0,0,04
-0.1,38.775,0,0,04
-0.1,38.8,0,0,04
-0.1,38.824999999999996,1.2737549021338703e-13,1.9113711975292663e-14,04
-0.1,38.85,0,0,04
-0.1,38.875,0,0,04
-0.1,38.9,0,0,04
-0.1,38.900000000000006,0,0,04
-0.1,39.85,0,0,04
-0.1,39.875,1.0496211334392247e-12,2.171363069177608e-13,04
-0.1,39.9,0,0,04
-0.1,39.925,0,0,04
-0.1,39.95,0,0,04
-0.1,39.975,0,0,04
-0.1,40,0,0,04
-0.1,40.025,0,0,04
-0.1,40.05,0,0,04
-0.1,40.074999999999996,0,0,04
-0.1,40.075,0,0,04
-0.1,40.1,5.810048988127712e-16,1.2019313827643813e-16,04
-0.1,40.125,0,0,04
-0.1,40.225,0,0,04
-0.1,40.25,0,0,04
-0.1,40.275,0,0,04
-0.1,40.3,0,0,04
-0.1,40.324999999999996,0,0,04
-0.1,40.6,0,0,04
-0.1,40.625,0,0,04
-0.1,40.65,0,0,04
-0.1,40.675,0,0,04
-0.1,40.75,0,0,04
-0.1,40.775,0,0,04
-0.1,40.95,0,0,04
-0.1,40.975,0,0,04
-0.1,41.2,0,0,04
-0.1,41.225,0,0,04
-0.1,41.25,0,0,04
-0.1,41.275,0,0,04
-0.1,41.3,0,0,04
-0.1,41.324999999999996,0,0,04
-0.1,41.5,0,0,04
-0.1,41.525,0,0,04
-0.1,41.7,0,0,04
-0.1,41.725,0,0,04
-0.1,41.85,0,0,04
-0.1,41.875,0,0,04
-0.1,41.9,0,0,04
-0.1,41.925,0,0,04
-0.1,42.05,0,0,04
-0.1,42.074999999999996,0,0,04
-0.1,42.075,0,0,04
-0.1,42.1,0,0,04
-0.1,42.125,0,0,04
-0.1,42.25,0,0,04
-0.1,42.275,0,0,04
-0.1,42.6,0,0,04
-0.1,42.625,0,0,04
-0.1,42.65,0,0,04
-0.1,42.675,0,0,04
-0.1,43,0,0,04
-0.1,43.025,0,0,04
-0.1,43.05,0,0,04
-0.1,43.074999999999996,0,0,04
-0.1,43.225,0,0,04
-0.125,38.525,2.5475098042677405e-13,3.8227423950585325e-14,04
-0.125,38.525000000000006,2.5475098042677405e-13,3.8227423950585325e-14,04
-0.125,38.55,0,0,04
-0.125,38.574999999999996,0,0,04
-0.125,38.575,0,0,04
-0.125,38.6,1.272482419714156e-16,1.909461735793473e-17,04
-0.125,38.625,5.11043504924678e-16,7.668616892944254e-17,04
-0.125,38.75,0,0,04
-0.125,38.775000000000006,0,0,04
-0.125,38.8,0,0,04
-0.125,38.824999999999996,1.2737549021338703e-13,1.9113711975292663e-14,04
-0.125,38.825,1.2737549021338703e-13,1.9113711975292663e-14,04
-0.125,38.9,0,0,04
-0.125,38.900000000000006,0,0,04
-0.125,38.925,5.4778252612797175e-17,4.9573586789908186e-17,04
-0.125,39.825,0,0,04
-0.125,39.85,0,0,04
-0.125,39.875,0,0,04
-0.125,39.9,0,0,04
-0.125,39.900000000000006,0,0,04
-0.125,39.925,2.3563399604969153e-15,4.874587034929094e-16,04
-0.125,39.95,0,0,04
-0.125,39.975,0,0,04
-0.125,40.6,0,0,04
-0.125,40.625,0,0,04
-0.125,40.65,0,0,04
-0.125,40.650000000000006,0,0,04
-0.125,40.9,0,0,04
-0.125,40.900000000000006,0,0,04
-0.125,41,0,0,04
-0.125,41.025,0,0,04
-0.125,41.05,0,0,04
-0.125,41.074999999999996,0,0,04
-0.125,41.7,0,0,04
-0.125,41.725,0,0,04
-0.125,42.6,0,0,04
-0.125,42.625,0,0,04
-0.125,42.85,0,0,04
-0.125,42.875,0,0,04
-0.125,42.9,0,0,04
-0.125,42.900000000000006,0,0,04
-0.125,43,0,0,04
-0.15,38.525,0,0,04
-0.15000000000000002,38.525000000000006,0,0,04
-0.15,38.55,0,0,04
-0.15000000000000002,38.55,0,0,04
-0.15,38.574999999999996,5.719015138238283e-16,8.581840034648721e-17,04
-0.15000000000000002,38.575,5.719015138238283e-16,8.581840034648721e-17,04
-0.15000000000000002,38.6,0,0,04
-0.15000000000000002,38.625,0,0,04
-0.15,38.8,0,0,04
-0.15,38.824999999999996,0,0,04
-0.15,38.9,7.585225271157782e-14,6.864527533558064e-14,04
-0.15000000000000002,38.900000000000006,7.585225271157782e-14,6.864527533558064e-14,04
-0.15,38.925,0,0,04
-0.15000000000000002,38.925,0,0,04
-0.15000000000000002,38.95,3.792612635578891e-14,3.432263766779032e-14,04
-0.15000000000000002,39.8,0,0,04
-0.15000000000000002,39.825,0,0,04
-0.15,39.85,0,0,04
-0.15000000000000002,39.85,0,0,04
-0.15,39.875,0,0,04
-0.15000000000000002,39.875,0,0,04
-0.15,39.9,0,0,04
-0.15000000000000002,39.900000000000006,0,0,04
-0.15,39.925,0,0,04
-0.15000000000000002,39.925,0,0,04
-0.15,39.95,0,0,04
-0.15000000000000002,39.95,0,0,04
-0.15,39.975,0,0,04
-0.15000000000000002,39.975,0,0,04
-0.15000000000000002,40,0,0,04
-0.15000000000000002,40.45,0,0,04
-0.15,40.6,0,0,04
-0.15000000000000002,40.6,0,0,04
-0.15,40.625,0,0,04
-0.15000000000000002,40.650000000000006,0,0,04
-0.15000000000000002,40.975,0,0,04
-0.15,41,0,0,04
-0.15,41.025,0,0,04
-0.15000000000000002,41.025000000000006,0,0,04
-0.15,41.05,0,0,04
-0.15000000000000002,41.05,0,0,04
-0.15,41.074999999999996,0,0,04
-0.15000000000000002,41.775000000000006,0,0,04
-0.15000000000000002,41.85,0,0,04
-0.15000000000000002,42.475,0,0,04
-0.15,42.6,0,0,04
-0.15,42.625,0,0,04
-0.15000000000000002,42.975,0,0,04
-0.15000000000000002,43.275000000000006,0,0,04
-0.17500000000000002,38.525,1.4798537385740187e-16,2.22063900027221e-17,04
-0.17500000000000002,38.525000000000006,1.4798537385740187e-16,2.22063900027221e-17,04
-0.17500000000000002,38.55,0,0,04
-0.17500000000000002,38.574999999999996,0,0,04
-0.17500000000000002,38.6,0,0,04
-0.17500000000000002,38.625,0,0,04
-0.17500000000000002,38.65,0,0,04
-0.17500000000000002,38.675,0,0,04
-0.17500000000000002,38.7,0,0,04
-0.17500000000000002,38.725,0,0,04
-0.17500000000000002,38.75,0,0,04
-0.17500000000000002,38.775,0,0,04
-0.17500000000000002,38.8,2.5475098042677405e-13,3.8227423950585325e-14,04
-0.17500000000000002,38.824999999999996,0,0,04
-0.17500000000000002,38.85,0,0,04
-0.17500000000000002,38.875,0,0,04
-0.17500000000000002,38.9,0,0,04
-0.17500000000000002,38.900000000000006,0,0,04
-0.17500000000000002,38.925,3.792612635578891e-14,3.432263766779032e-14,04
-0.17500000000000002,38.95,3.7888238117671236e-17,3.4288349318471854e-17,04
-0.17500000000000002,38.975,0,0,04
-0.17500000000000002,39.75,0,0,04
-0.17500000000000002,39.775,0,0,04
-0.17500000000000002,39.8,0,0,04
-0.17500000000000002,39.824999999999996,0,0,04
-0.17500000000000002,39.825,0,0,04
-0.17500000000000002,39.85,0,0,04
-0.17500000000000002,39.875,0,0,04
-0.17500000000000002,39.9,0,0,04
-0.17500000000000002,39.925,0,0,04
-0.17500000000000002,39.95,0,0,04
-0.17500000000000002,39.975,0,0,04
-0.17500000000000002,40,0,0,04
-0.17500000000000002,40.025,0,0,04
-0.17500000000000002,40.025000000000006,0,0,04
-0.17500000000000002,40.05,0,0,04
-0.17500000000000002,40.074999999999996,0,0,04
-0.17500000000000002,40.1,0,0,04
-0.17500000000000002,40.125,0,0,04
-0.17500000000000002,40.15,0,0,04
-0.17500000000000002,40.150000000000006,0,0,04
-0.17500000000000002,40.175,0,0,04
-0.17500000000000002,40.2,0,0,04
-0.17500000000000002,40.225,0,0,04
-0.17500000000000002,40.3,0,0,04
-0.17500000000000002,40.324999999999996,0,0,04
-0.17500000000000002,40.35,0,0,04
-0.17500000000000002,40.375,0,0,04
-0.17500000000000002,40.45,0,0,04
-0.17500000000000002,40.6,0,0,04
-0.17500000000000002,40.625,0,0,04
-0.17500000000000002,40.65,0,0,04
-0.17500000000000002,40.675,0,0,04
-0.17500000000000002,40.8,0,0,04
-0.17500000000000002,40.95,0,0,04
-0.17500000000000002,41,0,0,04
-0.17500000000000002,41.025,0,0,04
-0.17500000000000002,41.05,0,0,04
-0.17500000000000002,41.074999999999996,0,0,04
-0.17500000000000002,41.25,0,0,04
-0.17500000000000002,41.275,0,0,04
-0.17500000000000002,41.45,0,0,04
-0.17500000000000002,41.475,0,0,04
-0.17500000000000002,41.5,0,0,04
-0.17500000000000002,41.525,0,0,04
-0.17500000000000002,41.75,0,0,04
-0.17500000000000002,41.775,0,0,04
-0.17500000000000002,41.775000000000006,0,0,04
-0.17500000000000002,41.8,0,0,04
-0.17500000000000002,41.85,0,0,04
-0.17500000000000002,41.875,0,0,04
-0.17500000000000002,41.9,0,0,04
-0.17500000000000002,41.900000000000006,0,0,04
-0.17500000000000002,42.05,0,0,04
-0.17500000000000002,42.074999999999996,0,0,04
-0.17500000000000002,42.1,0,0,04
-0.17500000000000002,42.45,0,0,04
-0.17500000000000002,42.55,0,0,04
-0.17500000000000002,42.574999999999996,0,0,04
-0.17500000000000002,42.6,0,0,04
-0.17500000000000002,42.625,0,0,04
-0.17500000000000002,42.65,0,0,04
-0.17500000000000002,42.675,0,0,04
-0.17500000000000002,42.85,0,0,04
-0.17500000000000002,42.875,0,0,04
-0.17500000000000002,42.9,0,0,04
-0.17500000000000002,42.925,0,0,04
-0.17500000000000002,42.95,0,0,04
-0.17500000000000002,43.25,0,0,04
-0.225,38.5,0,0,04
-0.225,38.525,1.7944193959900774e-16,2.6926699508967453e-17,04
-0.225,38.525000000000006,1.7944193959900774e-16,2.6926699508967453e-17,04
-0.225,38.55,0,0,04
-0.225,38.574999999999996,0,0,04
-0.225,38.65,0,0,04
-0.225,38.650000000000006,0,0,04
-0.225,38.675,0,0,04
-0.225,38.8,0,0,04
-0.225,38.824999999999996,0,0,04
-0.225,38.85,0,0,04
-0.225,38.875,3.792612635578891e-14,3.432263766779032e-14,04
-0.225,38.9,0,0,04
-0.225,38.925,0,0,04
-0.225,38.95,0,0,04
-0.225,38.975,3.792612635578891e-14,3.432263766779032e-14,04
-0.225,39,0,0,04
-0.225,39.025,0,0,04
-0.225,39.05,0,0,04
-0.225,39.65,7.596178616561343e-17,6.874440164814149e-17,04
-0.225,39.650000000000006,7.596178616561343e-17,6.874440164814149e-17,04
-0.225,39.675,0,0,04
-0.225,39.7,0,0,04
-0.225,39.725,0,0,04
-0.225,39.75,0,0,04
-0.225,39.775,0,0,04
-0.225,39.775000000000006,0,0,04
-0.225,39.8,0,0,04
-0.225,39.824999999999996,0,0,04
-0.225,39.825,0,0,04
-0.225,39.9,0,0,04
-0.225,39.925,0,0,04
-0.225,39.95,0,0,04
-0.225,39.975,0,0,04
-0.225,40.05,0,0,04
-0.225,40.074999999999996,0,0,04
-0.225,40.1,0,0,04
-0.225,40.125,0,0,04
-0.225,40.55,0,0,04
-0.225,40.574999999999996,0,0,04
-0.225,40.6,0,0,04
-0.225,40.625,0,0,04
-0.225,40.65,0,0,04
-0.225,40.675,0,0,04
-0.225,40.75,0,0,04
-0.225,40.775,0,0,04
-0.225,40.8,0,0,04
-0.225,40.824999999999996,0,0,04
-0.225,40.9,0,0,04
-0.225,40.925,0,0,04
-0.225,40.95,0,0,04
-0.225,40.975,0,0,04
-0.225,41,0,0,04
-0.225,41.025,0,0,04
-0.225,41.05,0,0,04
-0.225,41.074999999999996,0,0,04
-0.225,41.45,0,0,04
-0.225,41.475,0,0,04
-0.225,41.5,0,0,04
-0.225,41.6,0,0,04
-0.225,41.625,0,0,04
-0.225,41.75,0,0,04
-0.225,41.95,0,0,04
-0.225,41.975,0,0,04
-0.225,42.1,0,0,04
-0.225,42.35,0,0,04
-0.225,42.375,0,0,04
-0.225,42.6,0,0,04
-0.225,42.625,0,0,04
-0.225,42.75,0,0,04
-0.225,42.775,0,0,04
-0.225,42.95,0,0,04
-0.25,38.5,0,0,04
-0.25,38.525,0,0,04
-0.25,38.525000000000006,0,0,04
-0.25,38.55,0,0,04
-0.25,38.574999999999996,0,0,04
-0.25,38.65,0,0,04
-0.25,38.650000000000006,0,0,04
-0.25,38.675,0,0,04
-0.25,38.8,0,0,04
-0.25,38.824999999999996,0,0,04
-0.25,38.85,0,0,04
-0.25,38.875,0,0,04
-0.25,38.9,0,0,04
-0.25,38.925,0,0,04
-0.25,38.95,1.392277993416268e-16,1.259992983532597e-16,04
-0.25,38.975,0,0,04
-0.25,39,0,0,04
-0.25,39.025,0,0,04
-0.25,39.05,0,0,04
-0.25,39.074999999999996,0,0,04
-0.25,39.075,0,0,04
-0.25,39.1,0,0,04
-0.25,39.125,0,0,04
-0.25,39.175,7.577647623534499e-17,6.857669863694596e-17,04
-0.25,39.2,0,0,04
-0.25,39.625,0,0,04
-0.25,39.65,9.161976756569808e-17,8.291466562824012e-17,04
-0.25,39.650000000000006,9.161976756569808e-17,8.291466562824012e-17,04
-0.25,39.675,0,0,04
-0.25,39.7,0,0,04
-0.25,39.725,0,0,04
-0.25,39.75,0,0,04
-0.25,39.775,0,0,04
-0.25,39.775000000000006,0,0,04
-0.25,39.8,0,0,04
-0.25,39.824999999999996,0,0,04
-0.25,39.9,0,0,04
-0.25,39.900000000000006,0,0,04
-0.25,39.925,0,0,04
-0.25,39.95,0,0,04
-0.25,39.975,0,0,04
-0.25,40.05,0,0,04
-0.25,40.074999999999996,0,0,04
-0.25,40.1,0,0,04
-0.25,40.125,0,0,04
-0.25,40.55,0,0,04
-0.25,40.574999999999996,0,0,04
-0.25,40.6,0,0,04
-0.25,40.625,0,0,04
-0.25,40.65,0,0,04
-0.25,40.650000000000006,0,0,04
-0.25,40.675,0,0,04
-0.25,40.75,0,0,04
-0.25,40.775,0,0,04
-0.25,40.8,0,0,04
-0.25,40.824999999999996,0,0,04
-0.25,40.825,0,0,04
-0.25,40.9,0,0,04
-0.25,40.925,0,0,04
-0.25,40.95,0,0,04
-0.25,40.975,0,0,04
-0.25,41,0,0,04
-0.25,41.025,0,0,04
-0.25,41.05,0,0,04
-0.25,41.074999999999996,0,0,04
-0.25,41.45,0,0,04
-0.25,41.475,0,0,04
-0.25,41.525000000000006,0,0,04
-0.25,41.6,0,0,04
-0.25,41.625,0,0,04
-0.25,41.75,0,0,04
-0.25,41.95,0,0,04
-0.25,41.975,0,0,04
-0.25,42.1,0,0,04
-0.25,42.35,0,0,04
-0.25,42.375,0,0,04
-0.25,42.6,0,0,04
-0.25,42.625,0,0,04
-0.25,42.75,0,0,04
-0.25,42.775,0,0,04
-0.25,42.775000000000006,0,0,04
-0.27499999999999997,38.5,0,0,04
-0.275,38.5,0,0,04
-0.27499999999999997,38.55,0,0,04
-0.275,38.575,0,0,04
-0.27499999999999997,38.6,0,0,04
-0.275,38.6,0,0,04
-0.27499999999999997,38.95,0,0,04
-0.275,38.975,0,0,04
-0.27499999999999997,39.05,5.4778103429050735e-17,4.9573451780610714e-17,04
-0.275,39.05,5.4778103429050735e-17,4.9573451780610714e-17,04
-0.27499999999999997,39.15,0,0,04
-0.275,39.150000000000006,0,0,04
-0.275,39.175,0,0,04
-0.27499999999999997,39.2,0,0,04
-0.275,39.225,3.8616470953696773e-16,3.4947390306054195e-16,04
-0.27499999999999997,39.6,0,0,04
-0.275,39.6,0,0,04
-0.27499999999999997,39.625,0,0,04
-0.275,39.625,0,0,04
-0.27499999999999997,39.65,0,0,04
-0.275,39.650000000000006,0,0,04
-0.27499999999999997,39.675,0,0,04
-0.275,39.675,0,0,04
-0.27499999999999997,39.7,0,0,04
-0.275,39.7,0,0,04
-0.275,39.725,0,0,04
-0.27499999999999997,39.95,0,0,04
-0.275,39.95,0,0,04
-0.27499999999999997,40.05,0,0,04
-0.275,40.05,0,0,04
-0.27499999999999997,40.8,0,0,04
-0.275,40.8,0,0,04
-0.275,40.825,0,0,04
-0.27499999999999997,41.5,0,0,04
-0.27499999999999997,41.525,0,0,04
-0.27499999999999997,42.65,0,0,04
-0.275,42.675,0,0,04
-0.27499999999999997,42.7,0,0,04
-0.275,42.7,0,0,04
-0.27499999999999997,42.95,0,0,04
-0.275,42.95,0,0,04
-0.27499999999999997,43.1,0,0,04
-0.275,43.125,0,0,04
-0.30000000000000004,38.55,0,0,04
-0.30000000000000004,38.900000000000006,0,0,04
-0.30000000000000004,39.05,0,0,04
-0.30000000000000004,39.1,0,0,04
-0.30000000000000004,39.125,0,0,04
-0.30000000000000004,39.175,0,0,04
-0.30000000000000004,39.25,0,0,04
-0.30000000000000004,39.275000000000006,0,0,04
-0.30000000000000004,39.55,0,0,04
-0.30000000000000004,39.575,7.806970722824157e-17,7.06520420484864e-17,04
-0.3,39.6,0,0,04
-0.30000000000000004,39.6,0,0,04
-0.3,39.625,0,0,04
-0.30000000000000004,39.625,0,0,04
-0.3,39.65,0,0,04
-0.30000000000000004,39.650000000000006,0,0,04
-0.3,39.675,0,0,04
-0.30000000000000004,39.675,0,0,04
-0.30000000000000004,39.975,0,0,04
-0.3,41.5,0,0,04
-0.3,41.525,0,0,04
-0.30000000000000004,41.85,0,0,04
-0.30000000000000004,42.1,0,0,04
-0.30000000000000004,42.475,0,0,04
-0.30000000000000004,42.7,0,0,04
-0.35,38.45,0,0,04
-0.35000000000000003,38.45,0,0,04
-0.35,38.475,0,0,04
-0.35,38.5,0,0,04
-0.35,38.525,0,0,04
-0.35,38.55,0,0,04
-0.35,38.574999999999996,0,0,04
-0.35,38.65,0,0,04
-0.35,38.675,0,0,04
-0.35,38.7,0,0,04
-0.35,38.725,0,0,04
-0.35,38.75,0,0,04
-0.35,38.775,0,0,04
-0.35000000000000003,38.775000000000006,0,0,04
-0.35000000000000003,38.875,0,0,04
-0.35,38.9,0,0,04
-0.35,38.925,0,0,04
-0.35,38.95,0,0,04
-0.35,38.975,0,0,04
-0.35,39,0,0,04
-0.35,39.025,0,0,04
-0.35,39.05,0,0,04
-0.35,39.074999999999996,0,0,04
-0.35,39.1,0,0,04
-0.35,39.125,0,0,04
-0.35000000000000003,39.125,0,0,04
-0.35,39.15,0,0,04
-0.35000000000000003,39.150000000000006,0,0,04
-0.35,39.175,0,0,04
-0.35,39.2,0,0,04
-0.35000000000000003,39.2,0,0,04
-0.35,39.225,0,0,04
-0.35,39.25,0,0,04
-0.35,39.275,0,0,04
-0.35,39.3,0,0,04
-0.35000000000000003,39.3,0,0,04
-0.35,39.324999999999996,0,0,04
-0.35000000000000003,39.325,0,0,04
-0.35,39.35,0,0,04
-0.35000000000000003,39.35,0,0,04
-0.35,39.375,0,0,04
-0.35000000000000003,39.375,0,0,04
-0.35000000000000003,39.400000000000006,0,0,04
-0.35000000000000003,39.425,0,0,04
-0.35000000000000003,39.45,3.7906444853930473e-17,3.430482617154871e-17,04
-0.35000000000000003,39.475,1.163643467275587e-16,1.0530817918792016e-16,04
-0.35,39.5,0,0,04
-0.35000000000000003,39.5,0,0,04
-0.35,39.525,7.578882218054318e-17,6.858787155241139e-17,04
-0.35000000000000003,39.525000000000006,7.578882218054318e-17,6.858787155241139e-17,04
-0.35,39.55,0,0,04
-0.35000000000000003,39.55,0,0,04
-0.35,39.574999999999996,0,0,04
-0.35000000000000003,39.575,0,0,04
-0.35,39.6,0,0,04
-0.35000000000000003,39.6,0,0,04
-0.35,39.625,0,0,04
-0.35000000000000003,39.625,0,0,04
-0.35,39.65,0,0,04
-0.35000000000000003,39.650000000000006,0,0,04
-0.35,39.675,0,0,04
-0.35000000000000003,39.675,0,0,04
-0.35,39.7,0,0,04
-0.35000000000000003,39.7,0,0,04
-0.35,39.725,0,0,04
-0.35,39.8,0,0,04
-0.35,39.824999999999996,0,0,04
-0.35,39.85,0,0,04
-0.35,39.875,0,0,04
-0.35,39.9,0,0,04
-0.35,39.925,0,0,04
-0.35,39.95,0,0,04
-0.35,39.975,0,0,04
-0.35,40,0,0,04
-0.35,40.025,0,0,04
-0.35,40.1,0,0,04
-0.35,40.125,0,0,04
-0.35,40.15,0,0,04
-0.35,40.175,0,0,04
-0.35,40.4,0,0,04
-0.35,40.425,0,0,04
-0.35000000000000003,40.575,0,0,04
-0.35,40.6,0,0,04
-0.35,40.625,0,0,04
-0.35,40.9,0,0,04
-0.35,40.925,0,0,04
-0.35,41.25,0,0,04
-0.35,41.275,0,0,04
-0.35,41.45,0,0,04
-0.35,41.475,0,0,04
-0.35,41.5,0,0,04
-0.35,41.525,0,0,04
-0.35000000000000003,41.75,0,0,04
-0.35000000000000003,41.775000000000006,0,0,04
-0.35,41.85,0,0,04
-0.35,41.875,0,0,04
-0.35,41.9,0,0,04
-0.35,41.925,0,0,04
-0.35,42.1,0,0,04
-0.35,42.125,0,0,04
-0.35000000000000003,42.125,0,0,04
-0.35,42.4,0,0,04
-0.35,42.425,0,0,04
-0.35000000000000003,42.55,0,0,04
-0.35000000000000003,42.575,0,0,04
-0.35,42.6,0,0,04
-0.35,42.625,0,0,04
-0.35,42.7,0,0,04
-0.35000000000000003,42.7,0,0,04
-0.35,42.725,0,0,04
-0.35000000000000003,42.75,0,0,04
-0.35,42.8,0,0,04
-0.35,42.824999999999996,0,0,04
-0.35000000000000003,42.85,0,0,04
-0.35000000000000003,42.975,0,0,04
-0.35000000000000003,43.3,0,0,04
-0.375,38.45,0,0,04
-0.375,38.475,0,0,04
-0.375,38.5,0,0,04
-0.375,38.525,0,0,04
-0.375,38.55,0,0,04
-0.375,38.575,0,0,04
-0.375,38.65,0,0,04
-0.375,38.675,0,0,04
-0.375,38.7,0,0,04
-0.375,38.725,0,0,04
-0.375,38.75,0,0,04
-0.375,38.775,0,0,04
-0.375,38.8,0,0,04
-0.375,38.824999999999996,0,0,04
-0.375,38.85,0,0,04
-0.375,38.875,0,0,04
-0.375,38.9,0,0,04
-0.375,38.925,0,0,04
-0.375,38.95,0,0,04
-0.375,38.975,0,0,04
-0.375,39,0,0,04
-0.375,39.025,0,0,04
-0.375,39.05,0,0,04
-0.375,39.074999999999996,0,0,04
-0.375,39.075,0,0,04
-0.375,39.1,0,0,04
-0.375,39.125,0,0,04
-0.375,39.15,0,0,04
-0.375,39.150000000000006,0,0,04
-0.375,39.175,0,0,04
-0.375,39.2,0,0,04
-0.375,39.225,0,0,04
-0.375,39.25,0,0,04
-0.375,39.275,0,0,04
-0.375,39.3,0,0,04
-0.375,39.324999999999996,0,0,04
-0.375,39.35,0,0,04
-0.375,39.375,0,0,04
-0.375,39.4,0,0,04
-0.375,39.400000000000006,0,0,04
-0.375,39.425,7.024946956654094e-17,6.357483144119775e-17,04
-0.375,39.45,1.5155295247068495e-16,1.3715339727388742e-16,04
-0.375,39.475,4.925470955297261e-16,4.45748541140134e-16,04
-0.375,39.5,0,0,04
-0.375,39.525,0,0,04
-0.375,39.525000000000006,0,0,04
-0.375,39.55,0,0,04
-0.375,39.574999999999996,0,0,04
-0.375,39.575,0,0,04
-0.375,39.6,0,0,04
-0.375,39.625,3.78883463228126e-17,3.4288447242679194e-17,04
-0.375,39.65,0,0,04
-0.375,39.675,0,0,04
-0.375,39.7,0,0,04
-0.375,39.725,0,0,04
-0.375,39.75,0,0,04
-0.375,39.775,0,0,04
-0.375,39.8,0,0,04
-0.375,39.824999999999996,0,0,04
-0.375,39.85,0,0,04
-0.375,39.875,0,0,04
