ID_0,est,se
ALB,0,0
ARG,0.15700000000000003,0.3639828065767441
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.02300000000000002,0.1499783100768024
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.964,0.18638331132035063
HND,0.028000000000000025,0.16505527329729044
HRV,0,0
HUN,0,0
IND,0.11243199999999998,0.14100043294140926
ITA,0,0
MEX,0.3367530056031882,0.20058612794958608
NLD,0,0
PAK,0.353,0.4781418404821101
PER,0.17100000000000004,0.3766973598273565
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.009000000000000008,0.09448771310560929
VEN,0.09399999999999997,0.29197474077263813
XKO,0,0
