ID_0,est,se
ALB,0,0
AUT,0.9999999721128822,0.20581683009399968
BEL,0,0
BGR,0,0
CHE,0.98764832,0.29371908181256173
CHN,0,0
DEU,0.796711188304,0.1355025550573646
ESP,0.11800288000000003,0.008342267330952896
FRA,0,0
GRC,0,0
HRV,0.30400000000000005,0.1534042574361379
HUN,0.9497453559732292,0.09749738438995614
IND,0,0
ITA,0.01100000000000001,9.486785019124761e-4
NLD,0,0
PAK,0,0
PER,0,0
PRT,0,0
ROU,0,0
SRB,0.0020000000000000018,0.02234948544149282
SVN,0.139,0.11537321025398824
TUR,0,0
USA,0,0
XKO,0,0
