ID_0,est,se
ALB,0.9987403854592,0.17624992844353535
ARG,0.7357277107590401,0.32039248365497597
AUT,0.1027779336000001,0.023150017066584042
BEL,0,0
BGR,0.99999999998898,0.30199517126250713
BIH,0.9389816,0.36781860326865007
BRA,0.920077696,0.3198308877343963
CHE,0.528176032,0.2601527857964491
CHN,0.9100506660700001,0.11313382244260183
COL,0.038000000000000034,0.19129190414806527
DEU,0.21499999999999997,0.1370093037976067
ESP,0.8313579035042122,0.04848298347809257
FJI,0.755,0.4303024054780082
FRA,0.9947264598747156,0.1331309572457093
GRC,0.26033123800000013,0.197718827432967
GTM,0.413149,0.31004095806867704
HND,0.649,0.4775217555536366
HRV,0.9998229593737904,0.38852852134304294
HUN,0.4664307945601819,0.08190705730777632
IND,0.16633866399999997,0.15124487123978042
ITA,0.999706251277136,0.15546507863131095
KOR,0.38592099999999996,0.3371113353383701
LKA,0.765,0.42421097929562707
MEX,0.07792299999999996,0.14917381005275646
MMR,0.398,0.48973037054672836
NLD,0.4151719999999999,0.0015140673373292362
PAK,0,0
PAN,0,0
PER,0,0
PRT,0.08936135360000008,0.07988300533898836
PSE,0.712,0.4530576798391804
ROU,0.7258049999999999,0.25403910212744274
SLB,0.774,0.41844844258175834
SRB,0.6011117987542867,0.2297035027515261
SVN,0.554467415860864,0.3132280920523263
THA,0.378,0.48513024163759505
TUR,0.9999695790926115,0.31600265253811527
USA,0.50064673637528,0.13725632239175392
XKO,0.269,0.4436618485241162
ZAF,0.491,0.5001691405606399
