ID_0,est,se
ALB,0.9999963925019504,0.28079721676710817
ARE,0.735,0.4415540396938635
AUT,0.9828377311420775,0.13980741918767486
BEL,0.027947025999999986,0.031780049026632264
BGR,0.07099999999999995,0.06423833796156361
CHE,0.5339010628,0.3268472278645283
CHN,0,0
COL,0.21799999999999997,0.4130939925085411
CZE,0.5960859999999999,0.3196879632659228
DEU,0.9593951401207584,0.19805564679184381
DNK,0.844,0.3630369069334353
ESP,0.9111879542469997,0.022362611111959044
FRA,0.6018383804164256,0.05352749218522834
GBR,0.128,0.3342569785774528
GMB,0.569,0.49546390835709164
GRC,0.22417100000000012,0.1137677954529547
HRV,0.972718547725,0.30004097111652783
HUN,0.9999786869519482,0.11917639147945344
IND,0.31864496107600004,0.13625067890238846
IRN,0.0010000000000000009,0.03162277660168379
ITA,0.9998562161858633,0.14316988025863261
MAR,0.09990100000000002,0.165217118017182
MEX,0.200951848,0.19683729080678294
NLD,1,0.2096029923829161
PAK,0,0
PER,0.008000000000000007,0.044564402677316185
POL,0.007000000000000006,0.08341437500789632
PRT,0.7762141615483,0.21196181323472196
ROU,0.69699,0.21607343847990373
RUS,0,0
SAU,0.08499999999999996,0.2790212408632233
SRB,0.93769242265,0.28385635208767646
SVN,0,0
TUR,0.980271210334236,0.20463223876674155
USA,0,0
UZB,0.986,0.11754921445002436
XKO,0.78308990812,0.298211274464042
