year,month,ID_2,est,se
2016,06,ALB.11.2_1,0,0
2016,06,ALB.12.2_1,0,0
2016,06,ALB.5.1_1,0,0
2016,06,AUT.2.6_2,0.002,0.04469897088298564
2016,06,AUT.2.7_2,0.123,0.32860155048170264
2016,06,AUT.3.10_2,0.58,0.49380547166252
2016,06,AUT.3.3_2,0,0
2016,06,AUT.4.12_2,0.62,0.48562931937418674
2016,06,AUT.4.16_2,0.669,0.47080851804174134
2016,06,AUT.4.3_2,0.477,0.4997206426802086
2016,06,AUT.4.4_2,0.685,0.4647483092933109
2016,06,AUT.4.6_2,0.558,0.49687310541312546
2016,06,AUT.4.8_2,0.372,0.4835802413765991
2016,06,AUT.6.12_2,0.574,0.494741112874975
2016,06,AUT.6.3_2,0.754,0.4308940353145651
2016,06,AUT.6.4_2,0.268,0.4431392245924213
2016,06,AUT.9.1_2,0.008,0.08912880535463237
2016,06,BEL.2.1_1,0,0
2016,06,BEL.2.2_1,0,0
2016,06,BGR.13.10_1,0,0
2016,06,BGR.15.1_1,0,0
2016,06,BGR.24.11_1,0,0
2016,06,BGR.5.1_1,0,0
2016,06,DEU.3.1_1,0,0
2016,06,ESP.1.1_1,0,0
2016,06,ESP.1.2_1,0,0
2016,06,ESP.1.3_1,0,0
2016,06,ESP.1.4_1,0,0
2016,06,ESP.1.5_1,0,0
2016,06,ESP.1.6_1,0,0
2016,06,ESP.1.7_1,0,0
2016,06,ESP.1.8_1,0,0
2016,06,ESP.10.1_1,0,0
2016,06,ESP.10.2_1,0,0
2016,06,ESP.10.3_1,0,0
2016,06,ESP.11.1_1,0,0
2016,06,ESP.11.2_1,0,0
2016,06,ESP.12.1_1,0,0
2016,06,ESP.12.2_1,0,0
2016,06,ESP.12.3_1,0,0
2016,06,ESP.12.4_1,0,0
2016,06,ESP.13.1_1,0,0
2016,06,ESP.14.1_1,0,0
2016,06,ESP.14.2_1,0,0
2016,06,ESP.15.1_1,0,0
2016,06,ESP.16.1_1,0,0
2016,06,ESP.16.2_1,0.001,0.03162277660168379
2016,06,ESP.16.3_1,0.006,0.07726558075864033
2016,06,ESP.17.1_1,0.019,0.13659303663678343
2016,06,ESP.18.1_1,0,0
2016,06,ESP.2.1_1,0,0
2016,06,ESP.2.2_1,0,0
2016,06,ESP.2.3_1,0,0
2016,06,ESP.3.1_1,0.005,0.07056897321046962
2016,06,ESP.4.1_1,0,0
2016,06,ESP.4.2_1,0,0
2016,06,ESP.4.3_1,0,0
2016,06,ESP.4.4_1,0,0
2016,06,ESP.4.5_1,0,0
2016,06,ESP.5.1_1,0,0
2016,06,ESP.5.2_1,0,0
2016,06,ESP.5.3_1,0,0
2016,06,ESP.5.4_1,0,0
2016,06,ESP.5.5_1,0,0
2016,06,ESP.5.6_1,0,0
2016,06,ESP.5.7_1,0,0
2016,06,ESP.5.8_1,0,0
2016,06,ESP.5.9_1,0,0
2016,06,ESP.6.1_1,0,0
2016,06,ESP.6.2_1,0,0
2016,06,ESP.6.3_1,0,0
2016,06,ESP.6.4_1,0,0
2016,06,ESP.7.1_1,0,0
2016,06,ESP.7.2_1,0,0
2016,06,ESP.8.1_1,0,0
2016,06,ESP.9.1_1,0,0
2016,06,FRA.11.11_1,0,0
2016,06,FRA.11.8_1,0,0
2016,06,FRA.13.5_1,0,0
2016,06,FRA.9.1_1,0,0
2016,06,GRC.1.1_1,0,0
2016,06,GRC.3.1_1,0,0
2016,06,GRC.6.1_1,0,0
2016,06,GRC.8.2_1,0,0
2016,06,HKG.2_1,0,0
2016,06,HRV.20.31_1,0,0
2016,06,HRV.4.7_1,0,0
