ID_0,est,se
ALB,1,0.24032417041417262
ARE,0.842,0.3649235113954281
AUT,0.9749853282829147,0.12117544157964405
BEL,0.0020000000000000018,0.006385567268997949
BGR,0.049000000000000044,0.05399400756429229
CHE,0.531408143872,0.32135200388991136
CHN,0,0
COL,0.01100000000000001,0.10435463521037237
CZE,0.563304,0.3029064248100198
DEU,0.9805281088977801,0.1928271433776968
DNK,0.895,0.3067068128833611
ESP,0.9319355441527314,0.01644628044026317
FRA,0.656744104710784,0.050059683903048754
GBR,0.19399999999999995,0.39562674393994207
GMB,0.804,0.39716714584887525
GRC,0.021904000000000035,0.040560692506095494
HRV,0.97657257088,0.2828687748612372
HUN,0.9999984019099433,0.09570990050337355
IND,0.10808925706000005,0.08739504850430738
IRN,0,0
ITA,0.9998484792743094,0.0955792135839921
MAR,0.09599999999999997,0.14736932420866194
MEX,0.40227099999999993,0.2491318295601681
NLD,1,0.164503035081749
PAK,0,0
PER,0.008000000000000007,0.044564402677316185
POL,0.008000000000000007,0.08912880535463237
PRT,0.848787492606598,0.28587929743976853
ROU,0.75063972,0.2257481682324066
RUS,0,0
SAU,0.138,0.3450725649411658
SRB,0.9438774306400001,0.21977174253342782
SVN,0,0
TUR,0.9936068369416445,0.18595057018667968
USA,0,0
UZB,0.998,0.04469897088298564
XKO,0.8272744758820001,0.21473940387136212
