year,month,lon,lat,est,se
2018,12,-101.125,19.65,0.032,0.17608806605504818
2018,12,-101.125,19.7,0.032,0.17608806605504818
2018,12,-101.125,19.725,0.032,0.17608806605504818
2018,12,-101.125,19.75,0.032,0.17608806605504818
2018,12,-101.15,19.675,0.032,0.17608806605504818
2018,12,-101.15,19.725,0.032,0.17608806605504818
2018,12,-101.175,19.65,0.032,0.17608806605504818
2018,12,-101.175,19.675,0.032,0.17608806605504818
2018,12,-101.175,19.7,0.032,0.17608806605504818
2018,12,-101.175,19.700000000000003,0.032,0.17608806605504818
2018,12,-101.175,19.725,0.032,0.17608806605504818
2018,12,-101.2,19.675,0.032,0.17608806605504818
2018,12,-101.2,19.700000000000003,0.032,0.17608806605504818
2018,12,-101.2,19.725,0.032,0.17608806605504818
2018,12,-101.225,19.6,0.032,0.17608806605504818
2018,12,-101.225,19.625,0.032,0.17608806605504818
2018,12,-101.225,19.65,0.032,0.17608806605504818
2018,12,-101.225,19.675,0.032,0.17608806605504818
2018,12,-101.225,19.7,0.032,0.17608806605504818
2018,12,-101.225,19.700000000000003,0.032,0.17608806605504818
2018,12,-101.225,19.724999999999998,0.032,0.17608806605504818
2018,12,-101.225,19.725,0.032,0.17608806605504818
2018,12,-101.25,19.65,0.032,0.17608806605504818
2018,12,-101.25,19.675,0.032,0.17608806605504818
2018,12,-101.25,19.7,0.032,0.17608806605504818
2018,12,-101.25,19.700000000000003,0.032,0.17608806605504818
2018,12,-101.25,19.724999999999998,0.032,0.17608806605504818
2018,12,-101.25,19.725,0.032,0.17608806605504818
2018,12,-101.27499999999999,19.55,0.032,0.17608806605504818
2018,12,-101.275,19.55,0.032,0.17608806605504818
2018,12,-101.27499999999999,19.65,0.032,0.17608806605504818
2018,12,-101.275,19.675,0.032,0.17608806605504818
2018,12,-101.27499999999999,19.7,0.032,0.17608806605504818
2018,12,-101.275,19.700000000000003,0.032,0.17608806605504818
2018,12,-101.3,19.575000000000003,0.032,0.17608806605504818
2018,12,-101.425,19.625,0.032,0.17608806605504818
2018,12,-103.225,20.474999999999998,0.104,0.30541328929383094
2018,12,-103.25,20.45,0.104,0.30541328929383094
2018,12,-103.25,20.474999999999998,0.104,0.30541328929383094
2018,12,-103.25,20.475,0.104,0.30541328929383094
2018,12,-103.27499999999999,20.45,0.104,0.30541328929383094
2018,12,-103.275,20.475,0.104,0.30541328929383094
2018,12,-103.3,20.450000000000003,0.104,0.30541328929383094
2018,12,-103.3,20.5,0.104,0.30541328929383094
2018,12,-103.3,20.65,0.008,0.08912880535463237
2018,12,-103.3,20.674999999999997,0.008,0.08912880535463237
2018,12,-103.3,20.675,0.008,0.08912880535463237
2018,12,-103.3,20.7,0.008,0.08912880535463237
2018,12,-103.3,20.700000000000003,0.008,0.08912880535463237
2018,12,-103.32499999999999,20.4,0.104,0.30541328929383094
2018,12,-103.32499999999999,20.424999999999997,0.104,0.30541328929383094
2018,12,-103.32499999999999,20.45,0.104,0.30541328929383094
2018,12,-103.32499999999999,20.5,0.104,0.30541328929383094
2018,12,-103.325,20.5,0.104,0.30541328929383094
2018,12,-103.32499999999999,20.525,0.104,0.30541328929383094
2018,12,-103.325,20.525,0.104,0.30541328929383094
