year,month,lon,lat,est,se
2018,09,-0.025,38.625,0,0.8940621668643216
2018,09,-0.025,39.9,0,0.7798480123889754
2018,09,-0.025,39.95,0,0.7798480123889754
2018,09,-0.05,38.625,0,0.8940621668643216
2018,09,-0.05,39.95,0,0.7798480123889754
2018,09,-0.05,40,0,0.7798480123889754
2018,09,-0.075,38.55,0,0.8940621668643216
2018,09,-0.075,38.575,0,0.8940621668643216
2018,09,-0.075,38.625,0,0.8940621668643216
2018,09,-0.075,38.875,0,0.8480247787332762
2018,09,-0.075,39.925,0,0.7798480123889754
2018,09,-0.075,39.95,0,0.7798480123889754
2018,09,-0.075,40,0,0.7798480123889754
2018,09,-0.1,38.55,0,0.8940621668643216
2018,09,-0.1,38.575,0,0.8940621668643216
2018,09,-0.1,38.9,0,0.8480247787332762
2018,09,-0.1,39.875,0,0.7798480123889754
2018,09,-0.1,39.925,0,0.7798480123889754
2018,09,-0.1,39.95,0,0.7798480123889754
2018,09,-0.125,38.525,0,0.8940621668643216
2018,09,-0.125,38.575,0,0.8940621668643216
2018,09,-0.125,38.825,0,0.8940621668643216
2018,09,-0.125,38.9,0,0.8480247787332762
2018,09,-0.125,38.925,0,0.8480247787332762
2018,09,-0.125,39.825,0,0.7798480123889754
2018,09,-0.125,39.9,0,0.7798480123889754
2018,09,-0.125,39.925,0,0.7798480123889754
2018,09,-0.125,39.95,0,0.7798480123889754
2018,09,-0.15,38.525,0,0.8940621668643216
2018,09,-0.15,38.575,0,0.8940621668643216
2018,09,-0.15,38.9,0,0.8480247787332762
2018,09,-0.15,38.925,0,0.8480247787332762
2018,09,-0.15,38.95,0,0.8480247787332762
2018,09,-0.15,41.025,0.23214285714285712,0.7001681048605428
2018,09,-0.175,38.525,0,0.8940621668643216
2018,09,-0.175,38.55,0,0.8940621668643216
2018,09,-0.175,38.95,0,0.8480247787332762
2018,09,-0.2,38.55,0,0.8940621668643216
2018,09,-0.2,38.95,0,0.8480247787332762
2018,09,-0.2,39,0,0.8480247787332762
2018,09,-0.225,38.525,0,0.8940621668643216
2018,09,-0.225,39.65,0,0.8480247787332762
