ID_0,est,se
ALB,0.999161977432576,0.12836550856750098
ARG,0.945181663,0.34786505107036947
AUT,0.08903017483199993,0.020570898493884583
BEL,0,0
BGR,0.999999999997948,0.2964252793895854
BIH,0.9455680200000001,0.3601264047261404
BRA,0.999052948,0.095127891809228
CHE,0.37479388000000013,0.2543187087981406
CHN,0.896430272116,0.16091609481622587
COL,0.0050000000000000044,0.07056897321046962
DEU,0.10699999999999998,0.10308930683131368
ESP,0.41532128671339974,0.03257056600817719
FJI,0.939,0.239450070654273
FRA,0.999879222339234,0.17332306839602993
GRC,0.187138456,0.17841130317391232
GTM,0.4192,0.33311557372545997
HND,0.616,0.48660125439704816
HRV,0.9999495597903053,0.392951186370545
HUN,0.468996569187796,0.07376055301450436
IND,0.07942280400000012,0.11171305456443872
ITA,0.9999587768380197,0.1108090564458246
KOR,0.555075,0.38170600744391525
LKA,0.788,0.40892936214366316
MEX,0.015985000000000027,0.07661802813110588
MMR,0.40700000000000003,0.49152069396170145
NLD,0.40700000000000003,0.0013845653351033844
PAK,0,0
PAN,0.0010000000000000009,0.03162277660168379
PER,0,0
PRT,0.21195930963188803,0.12209939822558302
PSE,0.706,0.45581988961844544
ROU,0.6970620000000001,0.25415115042370845
SLB,0.766,0.42358402168096876
SRB,0.6510697711851519,0.21470339041362244
SVN,0.5616892196932479,0.31699643336704353
THA,0.391,0.4882185549089233
TUR,0.9999769397745816,0.27644163236506775
USA,0.3791956933685079,0.0881674497013996
XKO,0.19500000000000006,0.3963989557656934
ZAF,0.482,0.49992592043814443
