ID_0,est,se
ALB,0,0
ARG,0.487,0.5000810745080052
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.129,0.33536766610911
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.17300000000000004,0.37843653921656956
HND,0.018000000000000016,0.13301764429463367
HRV,0,0
HUN,0,0
IND,0.06010000000000004,0.11419546078365952
ITA,0,0
MEX,0.28266839271637867,0.17776141590804198
NLD,0,0
PAK,0.015000000000000013,0.12161327966052798
PER,0.05300000000000005,0.22414558046332575
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.06600000000000006,0.24840633185509925
VEN,0.05700000000000005,0.2319586273558386
XKO,0,0
