ID_0,est,se
AGO,0.7594101440000001,0.20976903287422793
ALB,0.9976442620472932,0.37804006089436715
ARE,0.999995450820092,0.4421225012550053
ARG,0.9995227689016595,0.28832474584734763
AUS,0.949572184,0.3945801142889705
AUT,0.9999975666321353,0.2669805660606085
AZE,0.9970113259268294,0.3219965089823985
BDI,0.639,0.4805308625987616
BEL,0.37398780231449413,0.15531002330576163
BFA,0.549,0.49784219070589714
BGD,0.9993770086630028,0.3191684109977424
BGR,0.9999999996451729,0.3548382825794774
BIH,0.6972616471452759,0.2777696090250916
BLR,0.8336038317451262,0.3875478827771418
BOL,0.6070751847528706,0.2675958295089474
BRA,1,0.3793257767014303
BRN,0.818,0.3860375953518323
BWA,0.631,0.48277538469983333
CAN,0.21219999999999994,0.27513661569857173
CHE,0.9985311760940347,0.2807772615798567
CHL,0.9995686409657568,0.31309327675410564
CHN,0.906313,0.2898919557934599
CIV,0.11062799999999995,0.2075063157512075
CMR,0,0
COD,0.981040938112,0.31328430506521554
COL,0.9999999998515929,0.32187254375728636
CRI,0.9232392640265623,0.3738452623143649
CUB,0.21699999999999997,0.4124088760939574
CZE,0.9999987935437307,0.30975262551314386
DEU,1,0.30560829156797364
DJI,0.41300000000000003,0.49261919742705285
DNK,0.991586044601344,0.3892282425729226
DOM,0.9771439801470966,0.3348730467238112
DZA,1,0.34322888877038793
ECU,0.9920930890167928,0.33677637540686906
EGY,0.9999999999999981,0.40147817171476163
ESP,0.8432473324396746,0.06473488302282333
EST,0.8905126180129361,0.45432357544005225
ETH,0.9875481110393524,0.3681101500798758
FIN,0.9437419721196405,0.42023574358477067
FJI,0.946,0.2261307920985887
FRA,0.9999996875744503,0.18174085704730308
FRO,0.783,0.4124088760939574
GAB,0.07099999999999995,0.25695335184625445
GBR,0.9681479289651566,0.30413737042471206
GEO,0.9825102987687162,0.298590458964476
GHA,0.983639812,0.41525491227647454
GLP,0.04400000000000004,0.20519772441746548
GMB,0.607,0.4886612219010117
GNQ,0.636,0.4813893805805605
GRC,0.7140282310775502,0.224789329239282
GTM,0.9840243870381707,0.3541281528341386
HND,0.76917515921164,0.4204070626359218
HRV,0.9999999931864936,0.3994205873585771
HTI,0.518,0.49992592043814443
HUN,0.9999999986156756,0.25713065389690026
IDN,0.9999999999999827,0.33006974548667384
IND,1,0.3414302882141173
IRL,0.885,0.15959078676170257
IRN,0.999999999999888,0.31997726151048805
IRQ,0.9941091899214703,0.3463501124243595
ISL,0.535,0.4990230696310783
ITA,0.9999999996099865,0.2811861364947713
JOR,0.993335282757567,0.2931174737999634
JPN,0.601,0.48993779098885504
KAZ,0.9484424320437971,0.4684350727282713
KEN,0.9872757977907506,0.3626920323441642
KGZ,0.62751646,0.3394956118155132
KHM,0.93962180944,0.3925875072964255
KOR,0.9999999999999989,0.307122844972523
LAO,0.776,0.41713067256915787
LBN,0.9978013036009596,0.3588091876114147
LKA,0.9973791945399321,0.38483624726494536
LTU,0.9505825263714537,0.40519410495926134
LUX,0.84192857745712,0.40711606689023766
LVA,0.765017041204,0.4518186077175543
MAR,0.9457464088712699,0.17448939195564095
MDG,0.88706316976,0.320351327064408
MEX,1,0.3271422537236655
MLT,0.5649759999999999,0.39157864790404623
MMR,0.9461393791552,0.35896723832501704
MNG,0.39827999999999997,0.31357210827443094
MOZ,0.018000000000000016,0.13301764429463367
MRT,0.8133303519999999,0.4595203691506019
MTQ,0.344,0.475278749672116
MYS,0.9990741214473194,0.4246524840071473
"NAM",0.90169,0.4376521206903913
NER,0.3065270240000001,0.2786911993705302
NGA,0.9999999390316273,0.39523072598061515
NIC,0.9982773010392607,0.31004952986059436
NLD,1,0.21510891058813852
NOR,0.60296322,0.4415160852853599
NPL,0.778875264,0.36066523040674
NZL,0.0010000000000000009,0.03162277660168379
OMN,0.98428533064192,0.4415322818534317
PAK,0.9881924703046588,0.3000033774183265
PAN,0.9917236590544,0.3835983050291405
PER,0.9900431241435897,0.33126542975818224
PHL,0.9996938717496067,0.4217669322345271
POL,0.9999996551152136,0.2951081492413616
PRK,0.393,0.4886612219010117
PRT,0.9999828044768351,0.3161013639704841
PRY,0.9949767392891498,0.342430036968249
PSE,0.6798429859975337,0.23945553813980702
REU,0.41044,0.4032271067970409
ROU,0.9999999999999932,0.38064552147463687
RUS,1,0.38751886096766464
SAU,0.9994871752085353,0.36212527710359743
SDN,0.580503,0.4523831567647563
