ID_0,est,se
ALB,0,0
ARG,0.029000000000000026,0.1678904023081343
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.03700000000000003,0.1888562063228706
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.19700000000000006,0.39793133748091436
HND,0.814,0.3893013685508382
HRV,0,0
HUN,0,0
IND,0.12062399999999995,0.15064568437916004
ITA,0,0
MEX,0.4772429316425837,0.26119045728143375
NLD,0,0
PAK,0.08799999999999997,0.28343665312788385
PER,0.973,0.162164414398774
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.10199999999999998,0.30279974849343533
VEN,0.16600000000000004,0.37226681638655706
XKO,0,0
