ID_0,est,se
ALB,0,0
ARG,0.03200000000000003,0.17608806605504818
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.017000000000000015,0.1293357171384909
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.19900000000000007,0.39944781706570703
HND,0.019000000000000017,0.13659303663678343
HRV,0,0
HUN,0,0
IND,0.025839999999999974,0.07502880406583465
ITA,0,0
MEX,0.6707006158605783,0.288913295953768
NLD,0,0
PAK,0.013000000000000012,0.11333068359382575
PER,0.04700000000000004,0.21174474216810163
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.016000000000000014,0.12553788177183714
VEN,0.028000000000000025,0.16505527329729044
XKO,0,0
