ID_0,est,se
ALB,0.999270570376,0.14297115086843531
ARG,0.76777257146668,0.34765170686431385
AUT,0.09149590000000007,0.020190297087167523
BEL,0,0
BGR,0.9999999999880105,0.3011636479034633
BIH,0.93347146,0.37243999705421205
BRA,0.9606572800000001,0.32458559584785185
CHE,0.49665148000000003,0.24454395649214627
CHN,0.9128053515773379,0.2059298395856355
COL,0.03700000000000003,0.1888562063228706
DEU,0.21999999999999997,0.1381511940559536
ESP,0.0405351664482666,0.007956234761280089
FJI,0.939,0.239450070654273
FRA,0.9982231895357784,0.15175974162486558
GRC,0.16814711800000004,0.17468422019495322
GTM,0.41592000000000007,0.3155065241209444
HND,0.639,0.4805308625987616
HRV,0.9998409768361628,0.383083823088127
HUN,0.4545927662463183,0.08033935322461143
IND,0.173454832,0.17732291231814612
ITA,0.9996281229353644,0.1367478522655824
KOR,0.4220590000000001,0.35416318180074946
LKA,0.79,0.40751204407485436
MEX,0.0566080000000001,0.15255241780590076
MMR,0.396,0.48930912869414506
NLD,0.4073800000000001,0.0015613751941647841
PAK,0,0
PAN,0.0020000000000000018,0.04469897088298564
PER,0.0030000000000000027,0.027358700599598995
PRT,0.15855439852000008,0.10507419656599946
PSE,0.788,0.40892936214366316
ROU,0.728502,0.25361149726406856
SLB,0.771,0.42039949540375965
SRB,0.6178361703183937,0.2136694209823677
SVN,0.679083523805686,0.31544024873290477
THA,0.38,0.48562931937418674
TUR,0.9999881764885009,0.3035579135608217
USA,0.42969154498668394,0.11410034593249499
XKO,0.15300000000000002,0.3601676286407771
ZAF,0.496,0.5002341793942455
