ID_0,est,se
AGO,0.833755586,0.40273412976224743
ALB,0.9986418486038405,0.40372779259297814
ARE,0.9999936871550257,0.34993350416334124
ARG,0.9999753116699567,0.3342377647850054
AUS,0.8353267120000001,0.4689261746601031
AUT,0.9999999999971687,0.25177342886070575
AZE,0.9989577405155121,0.32148609689724794
BDI,0.30099999999999993,0.4589222261011223
BEL,0.4786681817560886,0.12711143743121173
BFA,0.041000000000000036,0.19838941090279583
BGD,0.999895344632146,0.353822614302493
BGR,0.99999999999001,0.3367684915176514
BIH,0.9056508940570627,0.3546247611532961
BLR,0.998851654945454,0.42188769759850575
BOL,0.9736241171865739,0.3640411338604328
BRA,1,0.3532457087522523
BRN,0.534,0.4990922691177385
BWA,0.04300000000000004,0.2029585972364615
CAN,0.25008600000000003,0.28351993354074734
CHE,0.9960367816736204,0.3021037767516957
CHL,0.9756054353990542,0.2817082390338685
CHN,0.9163,0.2944675872648771
CIV,0.017955000000000054,0.08816534042986299
CMR,0.0030000000000000027,0.05471740119919799
COD,0.83416740112,0.3775078614452853
COL,0.9999999994600839,0.38027392072653254
CRI,0.9905820874686986,0.2751839384234281
CUB,0.278,0.4482375674984382
CZE,0.9994958210183843,0.2605993230640425
DEU,0.9999999999999987,0.2984768903631547
DJI,0.122,0.32744957355785825
DNK,0.89873711570512,0.4374755800170398
DOM,0.9622173485926782,0.31772548816703233
DZA,1,0.3268636625820658
ECU,0.9997286576806105,0.3048648178642746
EGY,0.9999999999998938,0.38412066393531047
ESP,0.8347543895093751,0.033281255364125156
EST,0.9651254800324188,0.4827234652694057
ETH,0.9848171824275987,0.30435152014340533
FIN,0.9959942812173214,0.4350296823581823
FJI,0.4610000000000001,0.49872610491905045
FRA,0.9999993990037449,0.20238579757305936
FRO,0.488,0.5001060948499889
GAB,0.11299999999999999,0.3167512136225074
GBR,0.9054259632844038,0.24893062299869737
GEO,0.8795253127006398,0.25693098597133063
GHA,0.96590738944,0.4840029245485179
GLP,0.123,0.32860155048170264
GMB,0.739,0.4393996723622721
GNQ,0.30600000000000005,0.4610602743422779
GRC,0.7818077516209906,0.12538526104645226
GTM,0.9874456368006846,0.3150288460314474
HND,0.83117150882866,0.3442581476306199
HRV,0.9999999998799695,0.3940027310267896
HTI,0.05300000000000005,0.22414558046332575
HUN,0.9999999999999999,0.28067532542835294
IDN,0.999999999999999,0.2860388901017833
IND,1,0.32945836527178163
IRL,0.731,0.2218309242620581
IRN,1,0.28982204398597505
IRQ,0.9927126969408497,0.3777631860997187
ISL,0.875,0.33088439746304826
ITA,0.999999717686162,0.19520581078841845
JOR,0.9960511448287984,0.33148153090560967
JPN,0.357,0.4793545460103417
KAZ,0.993592270383712,0.38111575656627034
KEN,0.9590953638989883,0.36995382549081796
KGZ,0.94672387,0.2980225173244945
KHM,0.7561057858,0.3372870719471435
KOR,0.9999999999999981,0.3135293592163579
LAO,0.52,0.4998498272980094
LBN,0.9984009902076612,0.40137754535931053
LKA,0.9942578842353818,0.3556781711414453
LTU,0.9997654715176203,0.32400164805025944
LUX,0.9341961412906,0.39501330419644337
LVA,0.75415102,0.3369972319922138
MAR,0.9667194248952753,0.2085853058235339
MDG,0.603252758692,0.2655887855077009
MEX,1,0.30116123830031766
MLT,0.859844,0.28971162482465257
MMR,0.861119173846,0.3053028283727734
MNG,0.3521049999999999,0.3646212943451259
MOZ,0.369,0.48277538469983333
MRT,0.77054077,0.3011667759878139
MTQ,0.733,0.4426137220047599
MYS,0.9864588873353113,0.22883747348707623
"NAM",0.906304,0.4434830481104237
NER,0.7073172759999999,0.46369925948364615
NGA,0.9999997712352421,0.4116298622116578
NIC,0.934812988989223,0.39812403739952384
NLD,1,0.25369414746288704
NOR,0.772111625,0.4737832937871715
NPL,0.008977015000000033,0.052303050337117137
NZL,0.268,0.4431392245924213
OMN,0.9969932667237148,0.3711458611280023
PAK,0.8919589752447121,0.31191790894465493
PAN,0.992360021010168,0.46148247570128664
PER,0.9991373058357652,0.315473073772938
PHL,0.9998694043292895,0.40105471203418847
POL,0.9999999998672336,0.2974418739003543
PRK,0.707,0.45536618051668964
PRT,0.999999941697139,0.3001809052637527
PRY,0.9988584760998753,0.4317943701273326
PSE,0.9879165787159295,0.29080738801749667
REU,0.819916,0.4485539600372339
ROU,0.9999999999999996,0.39395849028857216
RUS,1,0.38583175632427585
SAU,0.9999591045889736,0.41256195436692167
SDN,0.436423,0.30425583242821935
SEN,0.972966770154136,0.27104203556816264
SLB,0.901254,0.447897942250291
SLE,0.0010000000000000009,0.03162277660168379
SLV,0.9569163021316457,0.3443730540484228
SOM,0.7983295058084736,0.35510349409885905
SRB,0.9981008791665912,0.24730052399474625
SSD,0.28590000000000004,0.31136272204289267
SVK,0.9802323582174993,0.2635193448056928
SVN,0.9102338477152736,0.38361124949496833
SWE,0.9999146896020898,0.3756308172655298
SYR,0.9994832419531884,0.3693361205607417
TCD,0.536,0.498951854343636
TGO,0.006994000000000056,0.05444417868016206
THA,0.9999999999716263,0.37212529354146734
TKM,0.86276,0.4771293719620336
TUN,0.999999994348561,0.3932464181701328
TUR,1,0.32076284523437293
TWN,0.8478553655920593,0.3030802760274334
TZA,0.693996904,0.35386116204167584
UGA,0.7095913269424,0.32251099368426095
UKR,1,0.3730200174924783
URY,0.996869992685144,0.3740059511213365
USA,0.999999999999761,0.3137337720164614
UZB,0.9999161489214881,0.36135955987542895
VEN,0.9998741156569966,0.3995863598680314
VNM,0.9999625316273386,0.3585979439289623
XKO,0.029000000000000026,0.083945201154067145
YEM,0.0928540000000001,0.21135830744019585
Z01,0.7346493219999999,0.2757037346694354
Z07,0.564,0.4961352135760474
ZAF,0.9991685821023664,0.3160996476665752
ZMB,0.23199999999999998,0.42232020358296185
