year,month,lon,lat,est,se
2022,10,10.2,45.65,0,0.9191104395011516
2022,10,10.2,45.65,0,0
2022,10,10.225,45.925,0,0
2022,10,10.225,45.925,0,0.9191104395011516
2022,10,10.225,45.925,0,0
2022,10,10.225,45.925,0,0
2022,10,10.275,45.925,0,0
2022,10,12.2,46.125,0,0.786178096871186
2022,10,17.975,47.025,0,0.9904322288778774
2022,10,18,47.025,0,0.9904322288778774
2022,10,18.075,46.075,0,0.9854440623394105
2022,10,18.1,46.15,0,0.9854440623394105
2022,10,18.175,46.05,0.14908256880733944,0.9854440623394105
2022,10,18.2,46.075,0,0.9854440623394105
2022,10,18.225,46.05,0,0.9854440623394105
2022,10,18.225,46.075,0.5963302752293578,0.9854440623394105
2022,10,18.25,46.175,0,0.9999979999979999
2022,10,18.25,46.2,0.508664627930683,0.9999979999979999
2022,10,18.275,46.075,0.14908256880733944,0.9854440623394105
2022,10,18.375,46.275,0.508664627930683,0.9999979999979999
2022,10,18.8,47.625,0.2130479102956167,0.8131887849693945
2022,10,18.9,47.45,0,0.9329523031752481
2022,10,18.925,47.4,0,0.9329523031752481
2022,10,18.925,47.45,0.3156752490875013,0.9329523031752481
2022,10,18.95,47.4,0,0.8794452797076121
2022,10,18.95,47.45,0,0.9329523031752481
2022,10,18.975,47.4,0.12922955509519582,0.8794452797076121
2022,10,19,47.45,0,0.8794452797076121
2022,10,19,47.5,0,0.8794452797076121
2022,10,19.025,47.4,0.12922955509519582,0.8794452797076121
2022,10,19.025,47.425,0,0.8794452797076121
2022,10,19.025,47.45,0.12922955509519582,0.8794452797076121
2022,10,19.025,47.5,0,0.8794452797076121
2022,10,19.05,47.5,0,0.8794452797076121
2022,10,19.05,47.65,0.26437802111078235,0.885835199120017
2022,10,19.075,47.4,0.12922955509519582,0.8794452797076121
2022,10,19.075,47.425,0.12922955509519582,0.8794452797076121
2022,10,19.075,47.5,0,0.8794452797076121
2022,10,19.1,47.4,0,0.8794452797076121
2022,10,19.1,47.425,0,0.8794452797076121
2022,10,19.1,47.5,0,0.8794452797076121
2022,10,19.1,47.55,0.12922955509519582,0.8794452797076121
2022,10,19.125,47.375,0,0.8794452797076121
2022,10,19.125,47.425,0,0.8794452797076121
2022,10,19.125,47.525,0.12922955509519582,0.8794452797076121
2022,10,19.125,47.625,0.3129459734964322,0.9224987804869988
2022,10,19.15,47.45,0.12922955509519582,0.8794452797076121
2022,10,19.15,47.7,0.3037716615698267,0.9147589846511485
2022,10,19.175,47.5,0.12922955509519582,0.8794452797076121
2022,10,19.175,47.525,0,0.8794452797076121
2022,10,19.2,47.425,0.12922955509519582,0.8794452797076121
2022,10,19.2,47.5,0,0.8794452797076121
2022,10,19.2,47.525,0.12922955509519582,0.8794452797076121
2022,10,19.225,47.45,0,0.8794452797076121
2022,10,19.25,47.45,0,0.8794452797076121
2022,10,19.25,47.525,0.3413238630758607,0.9513863568498342
2022,10,19.25,47.55,0.3413238630758607,0.9513863568498342
2022,10,19.275,47.525,0.3413238630758607,0.9513863568498342
2022,10,19.275,47.55,0.3413238630758607,0.9513863568498342
2022,10,19.3,47.45,0.25845911019039164,0.8794452797076121
2022,10,19.325,47.625,0,0.9513863568498342
2022,10,19.35,47.425,0,0.9927738916792685
2022,10,19.35,47.575,0.3413238630758607,0.9513863568498342
2022,10,19.375,47.425,0,0.9927738916792685
2022,10,19.4,47.4,0.5524316859031273,0.9927738916792685
2022,10,19.45,47.75,0.25076452599388377,0.8613570688164114
2022,10,19.5,47.375,0,0.9927738916792685
2022,10,19.5,47.45,0,0.9927738916792685
2022,10,19.6,47.525,0,0.9513863568498342
2022,10,20.2,46.325,0,0.9594144047282176
2022,10,20.35,47.925,0,0.962297251372984
2022,10,20.375,47.875,0.3710499490316004,0.962297251372984
2022,10,20.775,48.05,0,0.8683225207260261
2022,10,8.875,44.4,0,0.6703998806682472
2022,10,12.2,46.125,0.19469928644240572,0.786178096871186
2022,10,18.175,46.05,0,0.9854440623394105
2022,10,18.225,46.075,0.1540519877675841,0.9854440623394105
2022,10,18.25,46.2,0,0.9999979999979999
2022,10,18.275,46.075,0,0.9854440623394105
2022,10,18.375,46.275,0,0.9999979999979999
2022,10,18.8,47.625,0,0.8131887849693945
2022,10,18.9,47.45,0.32619775739041795,0.9329523031752481
2022,10,18.925,47.45,0,0.9329523031752481
2022,10,18.975,47.4,0,0.8794452797076121
2022,10,19.025,47.4,0,0.8794452797076121
2022,10,19.025,47.45,0,0.8794452797076121
2022,10,19.025,47.5,0.13353720693170235,0.8794452797076121
2022,10,19.05,47.65,0.27319062181447507,0.885835199120017
2022,10,19.075,47.4,0,0.8794452797076121
2022,10,19.075,47.425,0.13353720693170235,0.8794452797076121
2022,10,19.1,47.425,0.13353720693170235,0.8794452797076121
2022,10,19.1,47.55,0,0.8794452797076121
2022,10,19.125,47.425,0.13353720693170235,0.8794452797076121
2022,10,19.125,47.525,0.13353720693170235,0.8794452797076121
2022,10,19.125,47.625,0,0.9224987804869988
2022,10,19.15,47.45,0,0.8794452797076121
2022,10,19.175,47.5,0,0.8794452797076121
2022,10,19.175,47.525,0.13353720693170235,0.8794452797076121
2022,10,19.2,47.425,0,0.8794452797076121
2022,10,19.2,47.525,0,0.8794452797076121
2022,10,19.225,47.45,0.13353720693170235,0.8794452797076121
2022,10,19.25,47.525,0,0.9513863568498342
2022,10,19.25,47.55,0,0.9513863568498342
2022,10,19.275,47.525,0,0.9513863568498342
2022,10,19.275,47.55,0,0.9513863568498342
2022,10,19.3,47.45,0,0.8794452797076121
