ID_0,est,se
ALB,0,0
ARG,0.17399999999999993,0.37929917989348183
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.131,0.33756918246924283
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.17999999999999994,0.38437969216355294
HND,0.134,0.3408227694273963
HRV,0,0
HUN,0,0
IND,0.206144,0.2077945263172312
ITA,0,0
MEX,0.4591582633253546,0.2558781643781779
NLD,0,0
PAK,0.08499999999999996,0.2790212408632233
PER,0.18300000000000005,0.3868600013708585
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.01100000000000001,0.10435463521037237
VEN,0.15000000000000002,0.35725009115132167
XKO,0,0
