ID_0,est,se
ALB,0,0
AUT,0.9999993496763101,0.18074752326680524
BEL,0,0
BGR,0,0
CHE,0.997008495,0.2680726938765338
CHN,0,0
DEU,0.952085594629,0.1639043052966443
ESP,0.03950538630400002,0.007192640589740759
FRA,0,0
GRC,0,0
HRV,0.15800000000000003,0.12164117046514272
HUN,0.962200295357384,0.13193850344971472
IND,0,0
ITA,0.42924300000000004,0.0057887767109677975
NLD,0.03500000000000003,5.179485023930416e-4
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.016000000000000014,0.06276894088591857
SRB,0.051000000000000045,0.11005390434628778
SVN,0.391,0.16273951830297442
TUR,0,0
USA,0,0
XKO,0,0
