year,month,gid_2,se,est
2025,05,ALA.1.1_2,0,0
2025,05,ALA.1.2_2,0,0
2025,05,ALA.2.1_2,0,0
2025,05,ALA.2.2_2,0,0
2025,05,ALA.2.3_2,0,0
2025,05,ALA.2.4_2,0,0
2025,05,ALA.2.5_2,0,0
2025,05,ALA.2.6_2,0,0
2025,05,ALA.2.7_2,0,0
2025,05,ALA.2.8_2,0,0
2025,05,ALA.3.1_2,0,0
2025,05,ALB.1.1_1,0.1818155499442759,0.3275235964492341
2025,05,ALB.1.2_1,0.0967445626314682,0.43005248708416355
2025,05,ALB.1.3_1,0.13863215551593022,0.19126858855543533
2025,05,ALB.10.1_1,0.12938583934486295,0.3191134789873609
2025,05,ALB.10.2_1,0.13020326074600055,0.16022885759540975
2025,05,ALB.10.3_1,0.2103328419243142,0.325648166167685
2025,05,ALB.11.1_1,0.15142223152219253,0.961757775721641
2025,05,ALB.11.2_1,0.22611932725605005,0.9239711518111869
2025,05,ALB.12.1_1,0.1112497757171377,0.3964557167498173
2025,05,ALB.12.2_1,0.15732699138628709,0.40539499588978195
2025,05,ALB.12.3_1,0.19527512184052906,0.3817259216738087
2025,05,ALB.2.1_1,0.12163487390150159,0.17986440884193872
2025,05,ALB.2.2_1,0.16060454281942557,0.16332728116560388
2025,05,ALB.2.3_1,0.15987363680689637,0.19675924124221308
2025,05,ALB.3.1_1,0.1791640645845993,0.44752644151142484
2025,05,ALB.3.2_1,0.13105816364026074,0.3504687999731769
2025,05,ALB.4.1_1,0.2471959267230013,0.3257524159358826
2025,05,ALB.4.2_1,0.13992603932051872,0.19617120143116462
2025,05,ALB.4.3_1,0.1377927219603292,0.18735961647989727
2025,05,ALB.4.4_1,0.13548065000064508,0.4035079962895712
2025,05,ALB.5.1_1,0.23583247308502905,0.5413849574520597
2025,05,ALB.5.2_1,0.22645213345732387,0.4782701540061629
2025,05,ALB.5.3_1,0.15462969442103405,0.3095322635102241
