ID_0,est,se
ALB,0,0
AUT,0.9999999681784717,0.16352121831267225
BEL,0,0
BGR,0,0
CHE,0.999943,0.18951911194868407
CHN,0,0
DEU,0.9819128,0.09013911957112593
ESP,0.15941557000000006,0.011193278879978036
FRA,0,0
GRC,0,0
HRV,0.19999999999999996,0.13340005004170316
HUN,0.8373353355672797,0.08121230349911382
IND,0,0
ITA,0.017000000000000015,0.0011757792467135537
NLD,0.0030000000000000027,1.5413352450478307e-4
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.0030000000000000027,0.027358700599598995
SRB,0,0
SVN,0.22799999999999998,0.13991751228340543
TUR,0,0
USA,0,0
XKO,0,0
