ID_0,est,se
ALB,1,0.2365474790267731
ARE,0.906,0.29197474077263813
AUT,0.9944236046572559,0.12509648612080787
BEL,0,0
BGR,0.0020000000000000018,0.01117474272074641
CHE,0.528247085248,0.29112718377116503
CHN,0,0
COL,0.22699999999999998,0.41910219117375974
CZE,0.743698,0.2862086583284529
DEU,0.9901607447670299,0.1763842459161183
DNK,0.928,0.2586172517116422
ESP,0.9493368621839098,0.014335882417049896
FRA,0.739878311198872,0.04930189009864681
GBR,0.254,0.43551541152257023
GMB,0.956,0.20519772441746548
GRC,0.08317615500000008,0.09137579361451387
HRV,0.975785319076,0.27583533222869594
HUN,0.9999999946511616,0.08404777517503438
IND,0.04369562164000007,0.047610576002212815
IRN,0.0050000000000000044,0.07056897321046962
ITA,1,0.13907137943265563
MAR,0.07000000000000006,0.12763734285580883
MEX,0.6906943000000001,0.21148870024210595
NLD,1,0.15532650542140572
PAK,0,0
PER,0.0050000000000000044,0.03528448660523481
POL,0.016000000000000014,0.12553788177183714
PRT,0.91875209229748,0.2920754130602801
ROU,0.825936,0.20460295761632125
RUS,0,0
SAU,0.369,0.48277538469983333
SRB,0.937621216225,0.1893521135348128
SVN,0,0
TUR,0.9982280038691862,0.17567304108654808
USA,0,0
UZB,1,0
XKO,0.8817689426399999,0.23706197801091533
