ID_0,est,se
ALB,0,0
AUT,0.9999999521903666,0.15689781218435503
BEL,0,0
BGR,0,0
CHE,0.999506171,0.2114424054532471
CHN,0,0
DEU,0.98345655952,0.12373879189720621
ESP,0.049314227908,0.007686991119377595
FRA,0,0
GRC,0,0
HRV,0.17399999999999993,0.12643305996449394
HUN,0.9248765212461784,0.1125445323152931
IND,0,0
ITA,0.43100000000000005,0.004504217348700833
NLD,0.019000000000000017,3.847691172867139e-4
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.0030000000000000027,0.027358700599598995
SRB,0.07199999999999995,0.1293086258558211
SVN,0.35,0.15906942150720363
TUR,0,0
USA,0,0
XKO,0,0
