ID_0,est,se
ALB,0,0
ARG,0.14600000000000002,0.3532829019480122
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.062000000000000055,0.24127621974453722
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.17900000000000005,0.38354413840665863
HND,0.15000000000000002,0.35725009115132167
HRV,0,0
HUN,0,0
IND,0.10630899999999999,0.14049308660699583
ITA,0,0
MEX,0.47458983185078873,0.26720794554643035
NLD,0,0
PAK,0.015000000000000013,0.12161327966052798
PER,0.39,0.4879939939570344
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.0050000000000000044,0.07056897321046962
VEN,0.04400000000000004,0.20519772441746548
XKO,0,0
