ID_0,est,se
ALB,1,0.2173120128433107
ARE,0.853,0.35428310221702153
AUT,0.8966781328931916,0.12336333542581832
BEL,0.003997000000000028,0.012334311114411684
BGR,0.0050000000000000044,0.017642243302617405
CHE,0.688043827794,0.3772031175700796
CHN,0,0
COL,0.845,0.362085771753194
CZE,0.699754,0.304118458578101
DEU,0.9860802374098812,0.17828245684029365
DNK,0.898,0.30279974849343533
ESP,0.9999992998546148,0.13696399081717733
FRA,0.7553321903671316,0.06403368265242032
GBR,0.254,0.43551541152257023
GMB,0.772,0.4197525368502163
GRC,0.12767575600000014,0.12029041628414126
HRV,0.988124853013,0.2630708669303863
HUN,1,0.08821863780782664
IND,0.08168799999999998,0.04735089883039353
IRN,0.0020000000000000018,0.04469897088298564
ITA,1,0.1889706153477849
MAR,0.21899999999999997,0.20688777767802657
MEX,0.8688560000000001,0.2879536398621067
NLD,1,0.21567825987097658
PAK,0,0
PER,0.009000000000000008,0.04724385655280464
POL,0.0030000000000000027,0.05471740119919799
PRT,0.997362107773661,0.3566485896519308
ROU,0.7439749999999999,0.2334395540884333
RUS,0,0
SAU,0.0020000000000000018,0.04469897088298564
SRB,0.9541293617200001,0.2633995497242057
SVN,0,0
TUR,0.99244943280977,0.18565052192488452
USA,0,0
UZB,0.996,0.06315051850925682
XKO,0.8332432833279999,0.2189969978810483
