ID_0,est,se
ALB,0,0
AUT,0.9999999827025479,0.41205581028901916
BEL,0,0
BGR,0,0
CHE,0.6881830219,0.41970403837888914
CHN,0,0
DEU,0.6911115656319999,0.2637145135398895
ESP,0.1917306802719999,0.012225271827194966
FRA,0,0
GRC,0,0
HRV,0.2829999999999999,0.15022727748837172
HUN,0.9990283963586937,0.27930335531643957
IND,0,0
ITA,0.4594448,0.01008341643842898
NLD,0.45500000000000007,0.0014034367747016567
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.357,0.23967727300517086
SRB,0.277,0.22387020317109615
SVN,0.272,0.14840418315989995
TUR,0,0
USA,0,0
XKO,0,0
