ID_0,est,se
ALB,0.9992514667735,0.23211378629824359
ARG,0.35175478262728,0.20527488491330745
AUT,0.4881875261679999,0.05504236478488761
BEL,0,0
BGR,0.9999935527142277,0.3850684857028401
BIH,0.905967607,0.44448025371166006
BRA,0.655904908,0.2488799927814933
CHE,0.13663000000000003,0.16765051996980732
CHN,0.8266957968159999,0.10358190045277756
COL,0.3380000000000001,0.4732652321690026
DEU,0.014000000000000012,0.03918307148334146
ESP,1,0.13185120059539118
FJI,0.544,0.4983094543677777
FRA,1,0.17409802848316064
GRC,0.3038457510999999,0.17106114295556296
GTM,0.8638399999999999,0.41475584997223963
HND,0.16400000000000003,0.3704608498090469
HRV,0.9995915339907233,0.4358289203571633
HUN,0.9726408058119445,0.1721286702876742
IND,0.35918855000000005,0.1899879206561904
ITA,0.9999999981308627,0.19220451299394498
KOR,0.6409799999999999,0.48984052368808717
LKA,0.015000000000000013,0.12161327966052798
MEX,0.060112000000000054,0.1709909000138352
MMR,0.482,0.49992592043814443
NLD,0.637556,0.0026717852201051146
PAK,0,0
PAN,0.019000000000000017,0.13659303663678343
PER,0.0040000000000000036,0.03157525925462841
PRT,0.94527975834964,0.2253463281197003
PSE,0.026000000000000023,0.15921478998305827
ROU,0.620054326,0.3120214598670163
SLB,0.484,0.49999399395792143
SRB,0.9191818570785889,0.29858906456605233
SVN,0.20716307199999995,0.15653971724083957
THA,0.359,0.4799472360055315
TUR,0.999999999999998,0.29842222428506554
USA,0.487701169943502,0.1916603270451722
XKO,0.553,0.4974318430081034
ZAF,0.029000000000000026,0.1678904023081343
