ID_0,est,se
ALB,0,0
AUT,0.9999999990108819,0.15471707229588375
BEL,0,0
BGR,0,0
CHE,0.999765268768,0.2799058480919627
CHN,0,0
DEU,0.984034762327,0.2746488875287636
ESP,0.820955260984,0.024709330967694502
FRA,0,0
GRC,0,0
HRV,0.135,0.11396485417876857
HUN,0.9977899847859228,0.15004807695863215
IND,0,0
ITA,0.14257828000000006,0.0038498400244273913
NLD,0.0050000000000000044,1.987858400294919e-4
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.08699999999999997,0.1409880407255439
SRB,0.477,0.2498603213401043
SVN,0.674,0.15632727207295452
TUR,0,0
USA,0,0
XKO,0,0
