ID_0,est,se
AGO,0.799003,0.19108288594151812
ALB,0.9987290426939821,0.36587034802675067
ARE,0.9999997677834166,0.40384307987238055
ARG,0.99981541500918,0.2076902927122078
AUS,0.989867528,0.3252987602649326
AUT,0.9999969212697615,0.2501990376399892
AZE,0.9979685588077479,0.33215953842427925
BDI,0.669,0.47080851804174134
BEL,0.32558179500000006,0.10800181894912779
BFA,0.633,0.48222768848702946
BGD,0.9999361395993587,0.2849815256541576
BGR,0.9999999996465581,0.35092014694669743
BIH,0.70959115660078,0.2688484432460954
BLR,0.8649599178561646,0.3947714413907249
BOL,0.4873393835873079,0.16625331959730513
BRA,1,0.3464975314284689
BRN,0.903,0.296105857217784
BWA,0.66,0.47394580346767984
CAN,0.19601199999999996,0.2727298394052756
CHE,0.9995843484606741,0.2419591984200163
CHL,0.9999710487672822,0.275710010436419
CHN,0.950599,0.26635354886256374
CIV,0.07976899999999998,0.16072112235151356
CMR,0.006000000000000005,0.07726558075864033
COD,0.99337818517,0.26532214430510453
COL,0.9999999999995466,0.27977011420999814
CRI,0.9591282108514768,0.39342781460719656
CUB,0.22199999999999998,0.4157990967870047
CZE,0.9999998786590187,0.2712313019317789
DEU,1,0.27730052237981817
DJI,0.556,0.49710271686152663
DNK,0.9972852700744,0.3720765344925318
DOM,0.9829658526615874,0.29555477931429763
DZA,1,0.31681617160428266
ECU,0.9988850612251646,0.27832942184732734
EGY,1,0.36390911547168747
ESP,0.9104124732787819,0.07472622103410557
EST,0.8987960991177699,0.46016594524754595
ETH,0.9942665931332687,0.3443405901643228
FIN,0.9524990916654067,0.41511331648993405
FJI,0.979,0.14345584540052586
FRA,0.9999998375535616,0.13332938707311962
FRO,0.809,0.3932857404911519
GAB,0.04400000000000004,0.20519772441746548
GBR,0.9766112676261476,0.31336282893714745
GEO,0.9712983136061077,0.24146351485714687
GHA,0.9908015779,0.4100849746687978
GLP,0.01100000000000001,0.10435463521037237
GMB,0.693,0.46148018805140917
GNQ,0.652,0.47657436263727315
GRC,0.7865979247291424,0.22635339571483107
GTM,0.9934286758700622,0.3594794477241364
HND,0.6928460765797599,0.4042410146753082
HRV,0.9999999949665092,0.4062799648904575
HTI,0.64,0.48024018015013137
HUN,0.9999999998280892,0.21921580427207413
IDN,1,0.297873949304608
IND,1,0.30000054338243826
IRL,0.941059,0.13368268948838136
IRN,0.9999999999999992,0.30100348024711104
IRQ,0.9977751855783824,0.3260648473221746
ISL,0.605,0.48909530177074306
ITA,0.999999996246955,0.218332194511593
JOR,0.9976111199615567,0.2751475935483917
JPN,0.61,0.4879939939570344
KAZ,0.9718878187653789,0.4649204631431409
KEN,0.9950705826868456,0.33959441348743524
KGZ,0.6905227,0.37521669940437996
KHM,0.96977493364,0.338817284853048
KOR,1,0.2722998591790047
LAO,0.851,0.3562666500332664
LBN,0.9997266307148938,0.33959137815525764
LKA,0.999267991638016,0.3509451164100276
LTU,0.9624371651613459,0.3849679269476284
LUX,0.8408160148934081,0.3829037735331196
LVA,0.73146860074,0.43677102355509767
MAR,0.9938216273728386,0.21329700681425062
MDG,0.935719056,0.2731813511419355
MEX,1,0.26420918702436474
MLT,0.63496,0.36643469946835894
MMR,0.96616645273248,0.3362893269174926
MNG,0.373,0.24192204586658958
MOZ,0,0
MRT,0.7839593570000001,0.39529694906077334
MTQ,0.402,0.4905472827736758
MYS,0.9987791680927501,0.3576031892378648
"NAM",0.954016,0.3972737103290384
NER,0.316368548,0.2541451480204904
NGA,0.9999999997016348,0.3778313008196496
NIC,0.9991118872435073,0.2898297979137274
NLD,1,0.15213024014792037
NOR,0.5884820399999999,0.4362263227388605
NPL,0.35412661600000006,0.25306258048401303
NZL,0.013000000000000012,0.11333068359382575
OMN,0.9972724322342087,0.4117615888462675
PAK,0.9946286590509585,0.2610801323006611
PAN,0.99829898211472,0.29416066690620285
PER,0.9964259088850663,0.2627896024327646
PHL,0.9999786469478215,0.37593261092788943
POL,0.9999998831390491,0.27857845225666583
PRK,0.4079999999999999,0.49170903772228736
PRT,0.9999948825778472,0.27136160915900426
PRY,0.997646388368106,0.31598703695816105
PSE,0.787557286936,0.21911816411558338
REU,0.484788,0.42179611545558326
ROU,0.9999999999999993,0.37994381650205533
RUS,1,0.3792633284320561
SAU,0.9999437859406253,0.35053795933938503
SDN,0.6400840000000001,0.48403704266830105
SEN,0.897561298619152,0.2964228354290275
SLB,0.675694,0.4560453522150176
SLE,0.5,0.5002501876563868
SLV,0.9599038741948672,0.3040001363142174
SOM,0.5277322443627452,0.28452852368106196
SRB,0.9831724243408904,0.24274224958901186
SSD,0.944858,0.42090798990284173
SVK,0.9885760363754789,0.3111215717993
SVN,0.9351291157202041,0.32563260414575046
SWE,0.995916668659805,0.3638354314897932
SYR,0.9999750755672151,0.2942325450049516
TCD,0.9,0.3001501125938321
TGO,0.22492999999999996,0.3237647911553787
THA,1,0.34257030710439607
TKM,0.46856,0.35837156715274554
TUN,0.9999949311660544,0.41809693674679227
TUR,1,0.3106057784364769
TWN,0.57755940606736,0.18960818152977646
TZA,0.9046708480000001,0.1375355227085929
UGA,0.9648298340224,0.3291745331152257
UKR,0.9999999999986531,0.3695710023397034
URY,0.9969596145788644,0.33791722922065726
USA,0.9999999999944056,0.3020702546271665
UZB,0.9996816516366805,0.32425893251077426
VEN,0.998841257531262,0.3615013942932449
VNM,0.9999925012009753,0.2759365262466918
XKO,0.03600000000000003,0.09319165566017532
YEM,0.8407749999999999,0.27761899849610505
Z01,0.667601728,0.3794647644044251
Z07,0.912,0.28343665312788385
ZAF,0.9997753691466337,0.3944612208942295
ZMB,0.031000000000000028,0.17340435135563662
