ID_0,est,se
ALB,1,0.22841778969814658
ARE,0.879,0.3262904618058356
AUT,0.9866807010759271,0.11844950334720539
BEL,0,0
BGR,0.019000000000000017,0.03414825915919586
CHE,0.5303801809800001,0.3100226866522242
CHN,0,0
COL,0.014000000000000012,0.11754921445002436
CZE,0.63949,0.30178188559021557
DEU,0.9879735201342102,0.1861480401254178
DNK,0.92,0.27142894774447635
ESP,0.9429783073082103,0.015645674905388325
FRA,0.6932192158233648,0.051175138785670884
GBR,0.24,0.42729683193604723
GMB,0.912,0.28343665312788385
GRC,0.02188800000000002,0.04133560396093135
HRV,0.976320110496,0.27828153827737256
HUN,0.9999999857104825,0.08580450726572848
IND,0.038478790960000064,0.0542255133397785
IRN,0.0010000000000000009,0.03162277660168379
ITA,0.9999849731442326,0.09953654654539179
MAR,0.09299999999999997,0.1452888807130775
MEX,0.54222,0.2195212384781132
NLD,1,0.15168047034269916
PAK,0,0
PER,0.0050000000000000044,0.03528448660523481
POL,0.01200000000000001,0.10893974420691407
PRT,0.904459556073952,0.31323656582832576
ROU,0.788645566,0.2197222051855967
RUS,0,0
SAU,0.235,0.42421097929562707
SRB,0.943345626112,0.20667618780758923
SVN,0,0
TUR,0.9970157429305297,0.1726131610926628
USA,0,0
UZB,0.999,0.03162277660168379
XKO,0.8637105583,0.21501270921241147
