year,month,lon,lat,est,se
2021,05,-1.7750000000000001,43.275,0.21,0.40751204407485436
2021,05,-1.7750000000000001,43.3,0.21,0.40751204407485436
2021,05,-1.7750000000000001,43.324999999999996,0.21,0.40751204407485436
2021,05,-1.775,43.325,0.21,0.40751204407485436
2021,05,-1.8,43.3,0.21,0.40751204407485436
2021,05,-1.8,43.324999999999996,0.21,0.40751204407485436
2021,05,-1.8,43.325,0.21,0.40751204407485436
2021,05,-1.8,43.35,0.21,0.40751204407485436
2021,05,-1.8250000000000002,43.3,0.21,0.40751204407485436
2021,05,-1.8250000000000002,43.324999999999996,0.21,0.40751204407485436
2021,05,-1.825,43.325,0.21,0.40751204407485436
2021,05,-1.8250000000000002,43.35,0.21,0.40751204407485436
2021,05,-1.825,43.35,0.21,0.40751204407485436
2021,05,-1.8250000000000002,43.375,0.21,0.40751204407485436
2021,05,-1.825,43.375,0.21,0.40751204407485436
2021,05,-1.85,43.324999999999996,0.21,0.40751204407485436
2021,05,-1.85,43.325,0.21,0.40751204407485436
2021,05,-1.85,43.35,0.21,0.40751204407485436
2021,05,-1.925,43.25,0.21,0.40751204407485436
2021,05,-1.95,43.3,0.21,0.40751204407485436
2021,05,-1.975,43.275,0.21,0.40751204407485436
2021,05,-1.975,43.275000000000006,0.21,0.40751204407485436
2021,05,-1.975,43.3,0.21,0.40751204407485436
2021,05,-2,43.275,0.21,0.40751204407485436
2021,05,-2,43.275000000000006,0.21,0.40751204407485436
2021,05,-2,43.3,0.21,0.40751204407485436
2021,05,-2.025,43.25,0.21,0.40751204407485436
2021,05,-2.025,43.275,0.21,0.40751204407485436
2021,05,-2.025,43.275000000000006,0.21,0.40751204407485436
2021,05,-2.025,43.3,0.21,0.40751204407485436
2021,05,-2.05,43.25,0.21,0.40751204407485436
2021,05,-2.0500000000000003,43.3,0.21,0.40751204407485436
2021,05,-2.1750000000000003,43.05,0.21,0.40751204407485436
2021,05,-2.1750000000000003,43.25,0.21,0.40751204407485436
2021,05,-2.1750000000000003,43.275,0.21,0.40751204407485436
2021,05,-2.1750000000000003,43.275000000000006,0.21,0.40751204407485436
2021,05,-2.2,43.05,0.21,0.40751204407485436
2021,05,-2.2,43.275,0.21,0.40751204407485436
2021,05,-2.2,43.275000000000006,0.21,0.40751204407485436
2021,05,-2.6750000000000003,43.275,0.204,0.40317061716666125
2021,05,-2.6750000000000003,43.3,0.204,0.40317061716666125
2021,05,-2.7,43.3,0.204,0.40317061716666125
2021,05,-2.9000000000000004,43.2,0.204,0.40317061716666125
2021,05,-2.9000000000000004,43.25,0.204,0.40317061716666125
2021,05,-2.9250000000000003,43.2,0.204,0.40317061716666125
2021,05,-2.9250000000000003,43.225,0.204,0.40317061716666125
2021,05,-2.9250000000000003,43.25,0.204,0.40317061716666125
2021,05,-2.95,43.2,0.204,0.40317061716666125
2021,05,-2.95,43.225,0.204,0.40317061716666125
2021,05,-2.95,43.25,0.204,0.40317061716666125
2021,05,-2.975,43.25,0.204,0.40317061716666125
2021,05,-2.975,43.275,0.204,0.40317061716666125
2021,05,-2.975,43.275000000000006,0.204,0.40317061716666125
2021,05,-3,43.25,0.204,0.40317061716666125
2021,05,-3,43.275,0.204,0.40317061716666125
2021,05,-3,43.275000000000006,0.204,0.40317061716666125
2021,05,-3.025,43.25,0.204,0.40317061716666125
2021,05,-3.025,43.275,0.204,0.40317061716666125
2021,05,-3.0250000000000004,43.275000000000006,0.204,0.40317061716666125
2021,05,-3.025,43.3,0.204,0.40317061716666125
2021,05,-3.0250000000000004,43.3,0.204,0.40317061716666125
2021,05,-3.05,43.25,0.204,0.40317061716666125
2021,05,-3.05,43.3,0.204,0.40317061716666125
2021,05,-3.0500000000000003,43.3,0.204,0.40317061716666125
2021,05,-3.05,43.324999999999996,0.204,0.40317061716666125
2021,05,-3.0500000000000003,43.325,0.204,0.40317061716666125
2021,05,-3.075,43.275,0.204,0.40317061716666125
2021,05,-3.075,43.3,0.204,0.40317061716666125
2021,05,-3.075,43.324999999999996,0.204,0.40317061716666125
2021,05,-3.4250000000000003,43.275,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.3,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.324999999999996,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.325,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.35,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.375,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.4,0.066,0.24840633185509925
2021,05,-3.4250000000000003,43.400000000000006,0.066,0.24840633185509925
2021,05,-3.45,43.275,0.066,0.24840633185509925
2021,05,-3.45,43.3,0.066,0.24840633185509925
2021,05,-3.45,43.324999999999996,0.066,0.24840633185509925
2021,05,-3.45,43.325,0.066,0.24840633185509925
2021,05,-3.45,43.35,0.066,0.24840633185509925
2021,05,-3.45,43.4,0.066,0.24840633185509925
2021,05,-3.45,43.400000000000006,0.066,0.24840633185509925
2021,05,-3.475,43.35,0.066,0.24840633185509925
2021,05,-3.5,43.35,0.066,0.24840633185509925
2021,05,-5.35,43.5,0,0.4602127723084137
2021,05,-5.3500000000000005,43.5,0,0.4602127723084137
2021,05,-5.375,43.425,0,0.4602127723084137
2021,05,-5.375,43.45,0,0.4602127723084137
2021,05,-5.375,43.475,0,0.4602127723084137
2021,05,-5.375,43.5,0.696,0.4602127723084137
2021,05,-5.4,43.425,0,0.4602127723084137
2021,05,-5.4,43.45,0,0.4602127723084137
2021,05,-5.4,43.475,0,0.4602127723084137
2021,05,-5.4,43.5,0,0.4602127723084137
2021,05,-5.4,43.525,0,0.4602127723084137
2021,05,-5.4,43.525000000000006,0,0.4602127723084137
2021,05,-5.425,43.45,0,0.4602127723084137
2021,05,-5.425,43.475,0,0.4602127723084137
2021,05,-5.425000000000001,43.475,0,0.4602127723084137
2021,05,-5.425,43.5,0,0.4602127723084137
2021,05,-5.425000000000001,43.5,0,0.4602127723084137
2021,05,-5.425,43.525,0,0.4602127723084137
2021,05,-5.45,43.425,0,0.4602127723084137
2021,05,-5.45,43.45,0,0.4602127723084137
2021,05,-5.45,43.475,0,0.4602127723084137
2021,05,-5.45,43.5,0,0.4602127723084137
2021,05,-5.45,43.525,0,0.4602127723084137
2021,05,-5.4750000000000005,43.425,0,0.4602127723084137
2021,05,-5.475,43.45,0,0.4602127723084137
2021,05,-5.475,43.475,0,0.4602127723084137
