ID_0,est,se
ALB,1,0.23870962903613838
ARE,0.902,0.29746341705239066
AUT,0.9939275203654967,0.12077364162576318
BEL,0.0010000000000000009,0.004517539514526256
BGR,0.0010000000000000009,0.007905694150420948
CHE,0.5248832195199999,0.28559495805889723
CHN,0,0
COL,0.246,0.4308940353145651
CZE,0.690952,0.3059511275537635
DEU,0.9908654177573543,0.18922764584386723
DNK,0.935,0.24664921616708177
ESP,0.95051075668455,0.014765933576809148
FRA,0.735002101912,0.0494048793025822
GBR,0.268,0.4431392245924213
GMB,0.961,0.19369180807797864
GRC,0.046299388,0.07373211575303791
HRV,0.97660691812,0.2720017207886735
HUN,1,0.086261845413303
IND,0.05469839200000004,0.04626078852134452
IRN,0.0010000000000000009,0.03162277660168379
ITA,0.9999998205578555,0.1399989946967062
MAR,0.0050000000000000044,0.03528448660523481
MEX,0.735212404,0.21481401870227038
NLD,1,0.16112111015488245
PAK,0,0
PER,0.08799999999999997,0.14171832656394193
POL,0.03200000000000003,0.17608806605504818
PRT,0.948361386069419,0.3316045735949673
ROU,0.8217730000000001,0.2078877163996891
RUS,0.02200000000000002,0.1467567291047928
SAU,0.19300000000000006,0.39485048677557294
SRB,0.944160949216,0.19522529772666933
SVN,0,0
TUR,0.9981783544329966,0.16572322752063107
USA,0,0
UZB,1,0
XKO,0.88541894788,0.23082606590099064
