ID_0,est,se
ALB,0,0
AUT,0.9999999999999989,0.4382324185476095
BEL,0,0
BGR,0,0
CHE,0.67624749568,0.359578394798635
CHN,0,0
DEU,0.6790276616319999,0.19964774416917522
ESP,0.03757049643999999,0.006784944388842263
FRA,0,0
GRC,0,0
HRV,0.533,0.1663864845473267
HUN,0.9999837684015883,0.284218637821137
IND,0,0
ITA,0.611915776,0.01082737834931562
NLD,0.591,0.0013856204912215339
PAK,0,0
PER,0,0
PRT,0,0
ROU,0.22199999999999998,0.20789954839350236
SRB,0.0010000000000000009,0.015811388300841896
SVN,0.11599999999999999,0.10679505119966241
TUR,0,0
USA,0,0
XKO,0,0
