year,month,masked_lon,masked_lat,TigacellID,est,se
2014,11,-1.5,41.150000000000006,-1.5_41.15,0,0
2014,11,-1.5,41.300000000000004,-1.5_41.3,0,0
2014,11,-1.5,41.400000000000006,-1.5_41.4,0,0
2014,11,-1.5,41.45,-1.5_41.45,0,0
2014,11,-1.5,41.7,-1.5_41.7,0,0
2014,11,-1.5,41.85,-1.5_41.85,0,0
2014,11,-1.5,41.900000000000006,-1.5_41.9,0,0
2014,11,-1.5,41.95,-1.5_41.95,0,0
2014,11,-1.5,42,-1.5_42,0,0
2014,11,-1.5,42.35,-1.5_42.35,0,0
2014,11,-1.5,42.550000000000004,-1.5_42.55,0,0
2014,11,-1.5,42.7,-1.5_42.7,0,0
2014,11,-1.5,42.900000000000006,-1.5_42.9,0,0
2014,11,-1.5,42.95,-1.5_42.95,0,0
2014,11,-1.5,43.1,-1.5_43.1,0,0
2014,11,-1.5,43.150000000000006,-1.5_43.15,0,0
2014,11,-1.5,43.2,-1.5_43.2,0,0
2014,11,-1.5,43.45,-1.5_43.45,0,0
2014,11,-1.5,43.5,-1.5_43.5,0,0
2014,11,-1.5,43.550000000000004,-1.5_43.55,0,0
2014,11,-1.5,53.800000000000004,-1.5_53.8,0,0
2014,11,-1.75,34.75,-1.75_34.75,0,0
2014,11,-1.75,34.800000000000004,-1.75_34.8,0,0
2014,11,-1.75,34.85,-1.75_34.85,0,0
2014,11,-1.75,37.300000000000004,-1.75_37.3,0,0
2014,11,-1.75,37.35,-1.75_37.35,0,0
2014,11,-1.75,37.4,-1.75_37.4,0,0
2014,11,-1.75,37.45,-1.75_37.45,0,0
2014,11,-1.75,37.5,-1.75_37.5,0,0
2014,11,-1.75,37.6,-1.75_37.6,0,0
2014,11,-1.75,37.65,-1.75_37.65,0,0
2014,11,-1.75,37.7,-1.75_37.7,0,0
2014,11,-1.75,37.85,-1.75_37.85,0,0
2014,11,-1.75,37.95,-1.75_37.95,0,0
2014,11,-1.75,38,-1.75_38,0,0
2014,11,-1.75,38.15,-1.75_38.15,0,0
2014,11,-1.75,38.2,-1.75_38.2,0,0
2014,11,-1.75,38.25,-1.75_38.25,0,0
2014,11,-1.75,38.5,-1.75_38.5,0,0
2014,11,-1.75,38.75,-1.75_38.75,0,0
2014,11,-1.75,38.800000000000004,-1.75_38.8,0,0
2014,11,-1.75,38.900000000000006,-1.75_38.9,0,0
2014,11,-1.75,39,-1.75_39,0,0
2014,11,-1.75,39.2,-1.75_39.2,0,0
2014,11,-1.75,39.25,-1.75_39.25,0,0
2014,11,-1.75,39.35,-1.75_39.35,0,0
2014,11,-1.75,39.400000000000006,-1.75_39.4,0,0
2014,11,-1.75,39.5,-1.75_39.5,0,0
2014,11,-1.75,39.900000000000006,-1.75_39.9,0,0
2014,11,-1.75,39.95,-1.75_39.95,0,0
2014,11,-1.75,40.2,-1.75_40.2,0,0
2014,11,-1.75,40.35,-1.75_40.35,0,0
2014,11,-1.75,40.400000000000006,-1.75_40.4,0,0
2014,11,-1.75,40.550000000000004,-1.75_40.55,0,0
2014,11,-1.75,40.800000000000004,-1.75_40.8,0,0
2014,11,-1.75,41.150000000000006,-1.75_41.15,0,0
2014,11,-1.75,41.300000000000004,-1.75_41.3,0,0
2014,11,-1.75,41.400000000000006,-1.75_41.4,0,0
2014,11,-1.75,41.800000000000004,-1.75_41.8,0,0
2014,11,-1.75,41.85,-1.75_41.85,0,0
2014,11,-1.75,41.900000000000006,-1.75_41.9,0,0
2014,11,-1.75,42.1,-1.75_42.1,0,0
2014,11,-1.75,42.150000000000006,-1.75_42.15,0,0
2014,11,-1.75,42.25,-1.75_42.25,0,0
2014,11,-1.75,42.300000000000004,-1.75_42.3,0,0
2014,11,-1.75,42.35,-1.75_42.35,0,0
2014,11,-1.75,42.6,-1.75_42.6,0,0
2014,11,-1.75,42.7,-1.75_42.7,0,0
2014,11,-1.75,42.75,-1.75_42.75,0,0
2014,11,-1.75,42.800000000000004,-1.75_42.8,0,0
2014,11,-1.75,42.85,-1.75_42.85,0,0
2014,11,-1.75,43.050000000000004,-1.75_43.05,0,0
2014,11,-1.75,43.2,-1.75_43.2,0,0
2014,11,-1.75,43.300000000000004,-1.75_43.3,0,0
2014,11,-1.75,43.35,-1.75_43.35,0,0
2014,11,-1.75,48.45,-1.75_48.45,0,0
2014,11,-100,19.700000000000003,-100_19.7,0,0
2014,11,-100,20.25,-100_20.25,0,0
2014,11,-100,20.35,-100_20.35,0,0
2014,11,-100,20.400000000000002,-100_20.4,0,0
2014,11,-100.05000000000001,20.35,-100.05_20.35,0,0
2014,11,-100.05000000000001,20.400000000000002,-100.05_20.4,0,0
2014,11,-100.10000000000001,19.400000000000002,-100.1_19.4,0,0
2014,11,-100.10000000000001,19.700000000000003,-100.1_19.7,0,0
2014,11,-100.10000000000001,19.75,-100.1_19.75,0,0
2014,11,-100.15,19.55,-100.15_19.55,0,0
2014,11,-100.25,25.700000000000003,-100.25_25.7,0,0
2014,11,-100.30000000000001,25.6,-100.3_25.6,0,0
2014,11,-100.30000000000001,25.650000000000002,-100.3_25.65,0,0
2014,11,-100.30000000000001,25.700000000000003,-100.3_25.7,0,0
2014,11,-100.35000000000001,20.55,-100.35_20.55,0,0
2014,11,-100.35000000000001,25.6,-100.35_25.6,0,0
2014,11,-100.35000000000001,25.650000000000002,-100.35_25.65,0,0
2014,11,-100.35000000000001,25.700000000000003,-100.35_25.7,0,0
2014,11,-100.35000000000001,25.75,-100.35_25.75,0,0
2014,11,-100.35000000000001,25.8,-100.35_25.8,0,0
2014,11,-100.4,20.55,-100.4_20.55,0,0
2014,11,-100.4,20.6,-100.4_20.6,0,0
2014,11,-100.4,20.650000000000002,-100.4_20.65,0,0
2014,11,-100.4,25.700000000000003,-100.4_25.7,0,0
2014,11,-100.4,25.75,-100.4_25.75,0,0
2014,11,-100.4,25.8,-100.4_25.8,0,0
2014,11,-100.4,25.85,-100.4_25.85,0,0
2014,11,-100.45,20.55,-100.45_20.55,0,0
2014,11,-100.45,20.6,-100.45_20.6,0,0
2014,11,-100.45,20.650000000000002,-100.45_20.65,0,0
2014,11,-100.45,20.700000000000003,-100.45_20.7,0,0
2014,11,-100.45,25.75,-100.45_25.75,0,0
2014,11,-100.45,25.8,-100.45_25.8,0,0
2014,11,-100.5,20.55,-100.5_20.55,0,0
2014,11,-100.5,20.6,-100.5_20.6,0,0
2014,11,-100.5,20.650000000000002,-100.5_20.65,0,0
2014,11,-100.5,20.700000000000003,-100.5_20.7,0,0
2014,11,-100.5,25.75,-100.5_25.75,0,0
2014,11,-100.55000000000001,19.650000000000002,-100.55_19.65,0,0
2014,11,-100.65,20.400000000000002,-100.65_20.4,0,0
2014,11,-100.7,19.75,-100.7_19.75,0,0
2014,11,-100.9,22.05,-100.9_22.05,0,0
2014,11,-100.9,22.1,-100.9_22.1,0,0
2014,11,-100.95,22.05,-100.95_22.05,0,0
2014,11,-100.95,22.1,-100.95_22.1,0,0
2014,11,-101,22.1,-101_22.1,0,0
2014,11,-101,22.150000000000002,-101_22.15,0,0
2014,11,-101,22.200000000000003,-101_22.2,0,0
2014,11,-101,25.35,-101_25.35,0,0
2014,11,-101,25.400000000000002,-101_25.4,0,0
2014,11,-101,25.450000000000003,-101_25.45,0,0
2014,11,-101,25.5,-101_25.5,0,0
2014,11,-101.05000000000001,22.1,-101.05_22.1,0,0
2014,11,-101.05000000000001,22.150000000000002,-101.05_22.15,0,0
2014,11,-101.05000000000001,25.35,-101.05_25.35,0,0
2014,11,-101.05000000000001,25.400000000000002,-101.05_25.4,0,0
2014,11,-101.05000000000001,25.450000000000003,-101.05_25.45,0,0
2014,11,-101.15,19.650000000000002,-101.15_19.65,0,0
2014,11,-101.15,19.700000000000003,-101.15_19.7,0,0
2014,11,-101.15,20.6,-101.15_20.6,0,0
2014,11,-101.15,25.25,-101.15_25.25,0,0
2014,11,-101.2,19.650000000000002,-101.2_19.65,0,0
2014,11,-101.2,19.700000000000003,-101.2_19.7,0,0
2014,11,-101.2,20.55,-101.2_20.55,0,0
2014,11,-101.2,20.75,-101.2_20.75,0,0
2014,11,-101.25,19.6,-101.25_19.6,0,0
2014,11,-101.25,19.650000000000002,-101.25_19.65,0,0
2014,11,-101.25,19.700000000000003,-101.25_19.7,0,0
2014,11,-101.25,20.5,-101.25_20.5,0,0
2014,11,-101.25,20.55,-101.25_20.55,0,0
2014,11,-101.30000000000001,19.55,-101.3_19.55,0,0
2014,11,-101.30000000000001,19.650000000000002,-101.3_19.65,0,0
2014,11,-101.30000000000001,19.700000000000003,-101.3_19.7,0,0
2014,11,-101.45,20.900000000000002,-101.45_20.9,0,0
2014,11,-101.5,20.950000000000003,-101.5_20.95,0,0
2014,11,-101.55000000000001,27.05,-101.55_27.05,0,0
2014,11,-101.95,35.15,-101.95_35.15,0,0
2014,11,-102.05000000000001,19.35,-102.05_19.35,0,0
2014,11,-102.05000000000001,19.400000000000002,-102.05_19.4,0,0
2014,11,-102.10000000000001,19.35,-102.1_19.35,0,0
2014,11,-102.10000000000001,19.400000000000002,-102.1_19.4,0,0
2014,11,-102.25,21.85,-102.25_21.85,0,0
2014,11,-102.25,21.900000000000002,-102.25_21.9,0,0
2014,11,-102.30000000000001,21.650000000000002,-102.3_21.65,0,0
2014,11,-102.30000000000001,21.8,-102.3_21.8,0,0
2014,11,-102.30000000000001,21.85,-102.3_21.85,0,0
2014,11,-102.30000000000001,21.900000000000002,-102.3_21.9,0,0
2014,11,-102.30000000000001,21.950000000000003,-102.3_21.95,0,0
2014,11,-102.30000000000001,22,-102.3_22,0,0
2014,11,-102.35000000000001,21.8,-102.35_21.8,0,0
2014,11,-102.35000000000001,21.85,-102.35_21.85,0,0
2014,11,-102.4,21.8,-102.4_21.8,0,0
2014,11,-102.45,20.5,-102.45_20.5,0,0
2014,11,-102.55000000000001,20.5,-102.55_20.5,0,0
2014,11,-102.55000000000001,20.55,-102.55_20.55,0,0
2014,11,-102.55000000000001,22.75,-102.55_22.75,0,0
2014,11,-102.60000000000001,20.25,-102.6_20.25,0,0
2014,11,-102.60000000000001,20.3,-102.6_20.3,0,0
2014,11,-102.60000000000001,20.55,-102.6_20.55,0,0
2014,11,-102.60000000000001,22.75,-102.6_22.75,0,0
2014,11,-102.75,20,-102.75_20,0,0
2014,11,-102.95,19.950000000000003,-102.95_19.95,0,0
2014,11,-103,19.950000000000003,-103_19.95,0,0
2014,11,-103.2,20.55,-103.2_20.55,0,0
2014,11,-103.25,20.5,-103.25_20.5,0,0
2014,11,-103.25,20.55,-103.25_20.55,0,0
2014,11,-103.25,20.6,-103.25_20.6,0,0
2014,11,-103.30000000000001,20.5,-103.3_20.5,0,0
2014,11,-103.30000000000001,20.55,-103.3_20.55,0,0
2014,11,-103.30000000000001,20.6,-103.3_20.6,0,0
2014,11,-103.35000000000001,20.55,-103.35_20.55,0,0
2014,11,-103.35000000000001,20.6,-103.35_20.6,0,0
2014,11,-103.35000000000001,20.650000000000002,-103.35_20.65,0,0
2014,11,-103.4,20.5,-103.4_20.5,0,0
2014,11,-103.4,20.55,-103.4_20.55,0,0
2014,11,-103.4,20.6,-103.4_20.6,0,0
2014,11,-103.4,20.650000000000002,-103.4_20.65,0,0
2014,11,-103.4,20.700000000000003,-103.4_20.7,0,0
2014,11,-103.4,20.75,-103.4_20.75,0,0
2014,11,-103.4,25.5,-103.4_25.5,0,0
2014,11,-103.4,25.55,-103.4_25.55,0,0
