ID_0,est,se
ALB,0,0
AUT,0.9999999892520809,0.2665813880398663
BEL,0,0
BGR,0,0
CHE,0.930361758708,0.3776976083150446
CHN,0,0
DEU,0.609128606656,0.17158588104469996
ESP,0.584319744352,0.01495951904637106
FRA,0,0
GRC,0,0
HRV,0.372,0.1611934137921997
HUN,0.9885164352230378,0.14272713655739563
IND,0,0
ITA,0.03663479200000008,0.002821944313735499
NLD,0.049000000000000044,6.083831838230117e-4
PAK,0,0
PER,0,0
PRT,0,0
ROU,0,0
SRB,0.0040000000000000036,0.03157525925462841
SVN,0.08999999999999997,0.09544165290432217
TUR,0,0
USA,0,0
XKO,0,0
