year,month,ID_2,est,se
2016,02,ALB.11.2_1,0,0
2016,02,ALB.12.2_1,0,0
2016,02,ALB.5.1_1,0,0
2016,02,AUT.2.6_2,0.206,0.4046328307586122
2016,02,AUT.2.7_2,0.755,0.4303024054780082
2016,02,AUT.3.10_2,0,0
2016,02,AUT.3.3_2,0,0
2016,02,AUT.4.12_2,0.113,0.3167512136225074
2016,02,AUT.4.16_2,0.436,0.4961352135760474
2016,02,AUT.4.3_2,0.607,0.4886612219010117
2016,02,AUT.4.4_2,0.196,0.39716714584887525
2016,02,AUT.4.6_2,0.003,0.05471740119919799
2016,02,AUT.4.8_2,0.211,0.4082225442643334
2016,02,AUT.6.12_2,0.004,0.06315051850925682
2016,02,AUT.6.3_2,0,0
2016,02,AUT.6.4_2,0.022,0.1467567291047928
2016,02,AUT.8.1_2,0,0
2016,02,AUT.9.1_2,0.001,0.03162277660168379
2016,02,BEL.2.1_1,0,0
2016,02,BEL.2.2_1,0,0
2016,02,BEL.2.4_1,0,0
2016,02,BGR.13.10_1,0,0
2016,02,BGR.15.1_1,0,0
2016,02,BGR.24.11_1,0,0
2016,02,BGR.5.1_1,0,0
2016,02,DEU.1.26_1,0,0
2016,02,DEU.3.1_1,0,0
2016,02,ESP.1.1_1,0,0
2016,02,ESP.1.2_1,0,0
2016,02,ESP.1.3_1,0,0
2016,02,ESP.1.4_1,0,0
2016,02,ESP.1.5_1,0,0
2016,02,ESP.1.6_1,0,0
2016,02,ESP.1.7_1,0,0
2016,02,ESP.1.8_1,0,0
2016,02,ESP.10.1_1,0,0
2016,02,ESP.10.2_1,0,0
2016,02,ESP.10.3_1,0,0
2016,02,ESP.11.1_1,0,0
2016,02,ESP.11.2_1,0,0
2016,02,ESP.12.1_1,0,0
2016,02,ESP.12.2_1,0,0
2016,02,ESP.12.3_1,0,0
2016,02,ESP.12.4_1,0,0
2016,02,ESP.13.1_1,0,0
2016,02,ESP.14.1_1,0,0
2016,02,ESP.14.2_1,0,0
2016,02,ESP.15.1_1,0,0
2016,02,ESP.16.1_1,0,0
2016,02,ESP.16.2_1,0,0
2016,02,ESP.16.3_1,0.001,0.03162277660168379
2016,02,ESP.17.1_1,0.001,0.03162277660168379
2016,02,ESP.18.1_1,0,0
2016,02,ESP.2.1_1,0,0
2016,02,ESP.2.2_1,0,0
2016,02,ESP.2.3_1,0,0
2016,02,ESP.3.1_1,0,0
2016,02,ESP.4.1_1,0,0
2016,02,ESP.4.2_1,0,0
2016,02,ESP.4.3_1,0,0
2016,02,ESP.4.4_1,0,0
2016,02,ESP.4.5_1,0,0
2016,02,ESP.5.1_1,0,0
2016,02,ESP.5.2_1,0,0
2016,02,ESP.5.3_1,0,0
2016,02,ESP.5.4_1,0,0
2016,02,ESP.5.5_1,0,0
2016,02,ESP.5.6_1,0,0
2016,02,ESP.5.7_1,0,0
2016,02,ESP.5.8_1,0,0
2016,02,ESP.5.9_1,0,0
2016,02,ESP.6.1_1,0,0
2016,02,ESP.6.2_1,0,0
2016,02,ESP.6.3_1,0,0
2016,02,ESP.6.4_1,0,0
2016,02,ESP.7.1_1,0,0
2016,02,ESP.7.2_1,0,0
2016,02,ESP.8.1_1,0,0
2016,02,ESP.9.1_1,0,0
2016,02,FRA.1.11_1,0,0
2016,02,FRA.1.12_1,0,0
2016,02,FRA.1.3_1,0,0
2016,02,FRA.10.10_1,0,0
2016,02,FRA.10.11_1,0,0
2016,02,FRA.10.9_1,0,0
2016,02,FRA.11.11_1,0,0
2016,02,FRA.11.8_1,0,0
2016,02,FRA.11.9_1,0,0
2016,02,FRA.13.2_1,0,0
2016,02,FRA.13.3_1,0,0
2016,02,FRA.13.5_1,0,0
2016,02,FRA.13.6_1,0,0
2016,02,FRA.3.3_1,0,0
2016,02,FRA.9.1_1,0,0
2016,02,GRC.1.1_1,0,0
2016,02,GRC.3.1_1,0,0
2016,02,GRC.6.1_1,0,0
2016,02,GRC.8.2_1,0,0
2016,02,HKG.2_1,0,0
2016,02,HRV.20.31_1,0,0
2016,02,HRV.4.7_1,0,0
2016,02,HUN.10.2_1,0,0
2016,02,HUN.10.4_1,0.012,0.10893974420691407
2016,02,HUN.10.6_1,0.298,0.4576083537321029
