ID_0,est,se
ALB,0.90688787762608,0.3602768669399228
ARG,0.516948210129196,0.27852186498447845
AUT,0.7074066601794,0.07297659696643098
BEL,0,0
BGR,0.9999938313377431,0.42491381491730873
BIH,0.7225345000000001,0.4660994181619523
BRA,0.45248635000000004,0.3431417574718461
CHE,0.289236296,0.30480756450606006
CHN,0.7698210458155481,0.21919945637384947
COL,0.238,0.42607222103481185
DEU,0.01100000000000001,0.03478487840345746
ESP,1,0.09828257877639483
FJI,0.31000000000000005,0.462724663395106
FRA,0.8274082745848585,0.18298817521525748
GRC,0.41651560899999995,0.2469069338993444
GTM,0.694708,0.4931669082454093
HND,0.19900000000000007,0.39944781706570703
HRV,0.9997142326476319,0.4514783930560939
HUN,0.9992038622926345,0.31016637616488474
IND,0.47237136,0.286072582525443
ITA,0.9999999999366588,0.3083442903011163
KOR,0.683072,0.49299083528182164
LKA,0.14300000000000002,0.3502480173729377
MEX,0.262146,0.30712283608850943
MMR,0.47,0.49934892545128134
NLD,0.561655,0.001988657363627668
PAK,0,0
PAN,0.052000000000000046,0.22213812222431645
PER,0.0030000000000000027,0.027358700599598995
PRT,0.797215828423816,0.2893377007503876
PSE,0.18100000000000005,0.38521083498181535
ROU,0.5845742199999999,0.34725248237770134
SLB,0.381,0.48587557571365436
SRB,0.919523671215861,0.4094291196857919
SVN,0.494919963214858,0.29901638555119064
THA,0.36,0.48024018015013137
TUR,0.9999396633639094,0.4333966143489575
USA,0.7361998153362459,0.2837324663206004
XKO,0.4179999999999999,0.49347696959383985
ZAF,0.21599999999999997,0.4117201883725323
