ID_0,est,se
ALB,0,0
ARG,0.14500000000000002,0.3522770203960217
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.02400000000000002,0.15312559370479986
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.99,0.0995485304256668
HND,0.014000000000000012,0.11754921445002436
HRV,0,0
HUN,0,0
IND,0.12387999999999999,0.1493539021407872
ITA,0,0
MEX,0.31381977166491115,0.19267218282240714
NLD,0,0
PAK,0.375,0.48436516143258035
PER,0.21099999999999997,0.4082225442643334
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.015000000000000013,0.12161327966052798
VEN,0.06299999999999994,0.24308453280719053
XKO,0,0
