ID_0,est,se
ALB,0,0
ARG,0.17100000000000004,0.3766973598273565
AUT,0,0
BEL,0,0
BGR,0,0
CHN,0,0
DEU,0,0
DOM,0.02100000000000002,0.14345584540052586
ESP,0,0
FRA,0,0
GRC,0,0
GTM,0.20499999999999996,0.403903624814309
HND,0.029000000000000026,0.1678904023081343
HRV,0,0
HUN,0,0
IND,0.14500999999999997,0.1672806693357975
ITA,0,0
MEX,0.33462406000852474,0.19658185230645087
NLD,0,0
PAK,0.04600000000000004,0.20958990416508122
PER,0.031000000000000028,0.17340435135563662
PRT,0,0
ROU,0,0
SRB,0,0
SVN,0,0
TUR,0,0
USA,0.01100000000000001,0.10435463521037237
VEN,0.17399999999999993,0.37929917989348183
XKO,0,0
