year,month,gid_1,se,est
2022,01,ALA.1_2,0.013407820918011208,0.13259695365460025
2022,01,ALA.2_2,0.029532101286386316,0.12787278316981263
2022,01,ALA.3_2,0.009489396288845809,0.15736775501386827
2022,01,ALB.10_1,0.056945544760030505,0.10305541938084872
2022,01,ALB.11_1,0.08916435871621103,0.5849760043668466
2022,01,ALB.12_1,0.06396895655946618,0.19306117043466856
2022,01,ALB.1_1,0.05392772308396243,0.12864446247957256
2022,01,ALB.2_1,0.04642074462944871,0.0582715937010183
2022,01,ALB.3_1,0.045762553669388764,0.15075929072366362
2022,01,ALB.4_1,0.07647552815604261,0.1278503884255211
2022,01,ALB.5_1,0.08946884168705341,0.23697565184587008
2022,01,ALB.6_1,0.056501303423374456,0.10212951429535659
2022,01,ALB.7_1,0.05776406410989267,0.08579861489529124
2022,01,ALB.8_1,0.03920720968129075,0.05704864980623883
2022,01,ALB.9_1,0.05110749636746891,0.13154367815212395
2022,01,AND.2_1,0.00589514872007841,0.0742066654373534
2022,01,AND.3_1,0.0037565850046510515,0.042144558612673085
2022,01,AND.4_1,0.0077371014965195726,0.11127847645339015
2022,01,AND.5_1,0.003990199500393649,0.04515038112748687
2022,01,AND.6_1,0.01017991752844951,0.17941045345583606
2022,01,AND.7_1,0.004066148042481239,0.046152321965758136
2022,01,ARM.1_1,0.003430428657159953,0.038136795259588026
2022,01,ARM.2_1,0.0024253634356807825,0.02711544603860413
2022,01,ARM.3_1,0.00428861530486996,0.04915814448057192
2022,01,ARM.8_1,0.0014326615324441734,0.01809797849416276
2022,01,AUT.1_1,0.23792589244323728,0.18559025045851582
2022,01,AUT.2_1,0.4125927482118232,0.3009544557283957
2022,01,AUT.3_1,0.9486829062596712,0.5071372584865544
2022,01,AUT.4_1,0.6086007178175041,0.5863164640073486
2022,01,AUT.5_1,0.31431082886349887,0.45348507846856145
2022,01,AUT.6_1,0.69659828296536,0.7181025524342813
2022,01,AUT.7_1,0.2280852112310329,0.16130472684945973
2022,01,AUT.8_1,0.11657418611607043,0.1363592084824377
2022,01,AUT.9_1,0.14060380575595574,0.9675913270301432
2022,01,AZE.7_1,0.010127102450441239,0.07985579190725867
2022,01,BEL.1_1,0.07188464121271394,0.7214066914441972
2022,01,BEL.2_1,0.2875866152487257,0.41433810406335564
2022,01,BEL.3_1,0.2449427609103583,0.28423757434016794
2022,01,BGR.10_1,0.032521190645940015,0.10766378034198844
2022,01,BGR.11_1,0.027322596536829422,0.07490275269098637
2022,01,BGR.12_1,0.019729456614407732,0.07783945843190546
2022,01,BGR.13_1,0.03445487798392644,0.1217639818578166
2022,01,BGR.14_1,0.03924295186920396,0.10591777674476453
2022,01,BGR.15_1,0.02724835830621288,0.12595127876354276
2022,01,BGR.16_1,0.028431115298146202,0.11782152847933672
2022,01,BGR.17_1,0.03077966341871597,0.10658476454254255
2022,01,BGR.18_1,0.027181237268194602,0.12535188135177286
2022,01,BGR.19_1,0.018425750491929575,0.10892492850966895
2022,01,BGR.1_1,0.028738919069601587,0.06264705330579082
2022,01,BGR.20_1,0.024185048188195408,0.06530454573596617
2022,01,BGR.21_1,0.03993686762598676,0.07381981332020066
2022,01,BGR.22_1,0.0323754551382126,0.10743766382202147
2022,01,BGR.23_1,0.01999402142109378,0.09844383878726651
2022,01,BGR.24_1,0.03261122857475898,0.09745296067709835
2022,01,BGR.25_1,0.024820892726295323,0.06827885454861601
2022,01,BGR.26_1,0.03406453697752785,0.11892479262762619
2022,01,BGR.27_1,0.03084041327511827,0.10761554783784226
2022,01,BGR.28_1,0.023127189077280508,0.13397465187677052
2022,01,BGR.2_1,0.018403658123124497,0.02866000666069946
2022,01,BGR.3_1,0.029729597600912885,0.12986094437108744
2022,01,BGR.4_1,0.017768023432258973,0.10138726829083057
2022,01,BGR.5_1,0.0064437193352609124,0.08422607382006603
2022,01,BGR.6_1,0.033926518158381165,0.11777340410621363
2022,01,BGR.7_1,0.025559921405170022,0.0946565659241457
2022,01,BGR.8_1,0.02100059964865266,0.055407526685829406
2022,01,BGR.9_1,0.025182563868562366,0.09130027531161052
2022,01,BIH.1_1,0.007909444896362887,0.1152862398064752
2022,01,BIH.2_1,0.08722219294986733,0.09492593269371802
2022,01,BIH.3_1,0.07564801232179791,0.09046273558224698
2022,01,BLR.1_1,0.019031876863315138,0.1667016163283132
2022,01,BLR.3_1,0.02729514466297569,0.108361534007326
2022,01,BLR.6_1,0.014992887775436182,0.07381885887292602
2022,01,CHE.10_1,0.07286321493631899,0.021510181450254146
2022,01,CHE.11_1,0.10103185281959698,0.12549088561643226
2022,01,CHE.12_1,0.1176672112591547,0.14575523321186556
2022,01,CHE.13_1,0.09179122117675063,0.13432181624017614
2022,01,CHE.14_1,0.03132804697105966,0.09263122475872007
2022,01,CHE.15_1,0.017066549484901595,0.0501501454206729
2022,01,CHE.16_1,0.09746163787622157,0.10616942542779782
2022,01,CHE.17_1,0.06483244403139586,0.1462353682832473
2022,01,CHE.18_1,0.05894032488255917,0.1074307213683357
2022,01,CHE.19_1,0.13677391493187288,0.15881624682808912
2022,01,CHE.1_1,0.18914768558612857,0.1599327537281122
2022,01,CHE.20_1,0.11308016434356957,0.17563908734355535
2022,01,CHE.21_1,0.1212548035455241,0.08341535169708796
2022,01,CHE.22_1,0.025846083790853673,0.03285443833885319
2022,01,CHE.23_1,0.060270165289708355,0.021588834307708436
2022,01,CHE.24_1,0.32952901389884165,0.510941396436139
2022,01,CHE.25_1,0.03909720446615516,0.1466802172700701
2022,01,CHE.26_1,0.23936970625647003,0.8775180606929985
2022,01,CHE.2_1,0.043232371453476935,0.09866870622861589
2022,01,CHE.3_1,0.019351277556772482,0.07501685707781329
2022,01,CHE.4_1,0.11133200545194905,0.15751231438823624
2022,01,CHE.5_1,0.026761653607949736,0.45557008273517235
2022,01,CHE.6_1,0.21603320233636167,0.11505965625394611
2022,01,CHE.7_1,0.14468794318703937,0.11970609688431005
2022,01,CHE.8_1,0.10715590527332312,0.37880456328038087
2022,01,CHE.9_1,0.03765688810240375,0.05568215805021732
2022,01,CYP.1_1,0.013528512182176466,0.35475010015330694
2022,01,CYP.2_1,0.008035869087317756,0.11829206232128898
2022,01,CYP.3_1,0.010633817898069055,0.19544150686817627
2022,01,CYP.4_1,0.009111824894563752,0.14634640579288435
2022,01,CYP.5_1,0.012810130263881465,0.29964335404838754
2022,01,CZE.10_1,0.02912013881561829,0.14723396672871458
2022,01,CZE.11_1,0.06583456839250468,0.3113197799455531
2022,01,CZE.12_1,0.02881416804711026,0.07507281676109821
2022,01,CZE.13_1,0.034104414557745724,0.21498860699060487
2022,01,CZE.14_1,0.019191185469254773,0.11806124695151494
2022,01,CZE.1_1,0.010630092371083609,0.021497914419717132
2022,01,CZE.2_1,0.03290292384491852,0.19748834591508
2022,01,CZE.3_1,0.019460330238306525,0.17405930599628155
2022,01,CZE.4_1,0.024553810683830207,0.15302366153388328
2022,01,CZE.5_1,0.024898865305772743,0.15841136975143094
2022,01,CZE.6_1,0.02275371662003326,0.17172977586196458
2022,01,CZE.7_1,0.025651825356714557,0.13396049519151865
2022,01,CZE.8_1,0.023737616387214156,0.1417314231521253
2022,01,CZE.9_1,0.02128243756534714,0.14743020090017955
2022,01,DEU.10_1,0.24009009702397152,0.14616329263951733
2022,01,DEU.11_1,0.8014765744216966,0.4147653939612937
2022,01,DEU.12_1,0.10573459841922511,0.2713842720414099
2022,01,DEU.13_1,0.21914441268087861,0.2645527306859261
2022,01,DEU.14_1,0.23722252358961984,0.1273307718199162
2022,01,DEU.15_1,0.5053165500370268,0.2927158308281867
2022,01,DEU.16_1,0.40776082170461536,0.21869444816486264
2022,01,DEU.1_1,0.5835294120467943,0.6073217526473697
2022,01,DEU.2_1,0.6133748052105324,0.17626182290841402
2022,01,DEU.3_1,0.010296993001079023,0.18341821680892112
2022,01,DEU.4_1,0.2930662995372984,0.23450919121938493
2022,01,DEU.5_1,0.02057316478282171,0.3828092720843475
2022,01,DEU.6_1,0.004141182783304883,0.0471542628040294
2022,01,DEU.7_1,0.36479887033434183,0.6825397936692599
2022,01,DEU.8_1,0.38384191549514585,0.22451220314563472
2022,01,DEU.9_1,0.4823830930253824,0.28827399664762826
2022,01,DNK.1_1,0.07853707436490608,0.36728797963855603
2022,01,DNK.2_1,0.013735357526051524,0.01069361366521607
2022,01,DNK.3_1,0.043306078472383186,0.2450974539355543
2022,01,DNK.4_1,0.05903726756708214,0.2657546885215816
2022,01,DNK.5_1,0.06776012336546773,0.29077519232895627
2022,01,ESP.10_1,0.35071868010761925,0.3429653683830882
2022,01,ESP.11_1,0.14372317046629485,0.046404403582477015
2022,01,ESP.12_1,0.2262709682382539,0.18485056355904905
2022,01,ESP.13_1,0.1309294453040987,0.3751567666972865
2022,01,ESP.14_1,0.019442693858779392,0.7921860977938218
2022,01,ESP.15_1,0.1277767145048766,0.08765308530073772
2022,01,ESP.16_1,0.22139316051243518,0.22871649304122255
2022,01,ESP.17_1,0.08150190858036979,0.0833041024280795
2022,01,ESP.18_1,0.07996832735612486,0.162442366432766
2022,01,ESP.1_1,0.35428057211889685,0.194170221562546
2022,01,ESP.2_1,0.261508364389825,0.08770812761257889
2022,01,ESP.3_1,0.12832991940716157,0.18533414222582584
2022,01,ESP.4_1,0.29094648794828204,0.08548147329173279
2022,01,ESP.5_1,0.5726170582906109,0.1433805524347668
2022,01,ESP.6_1,0.43092155719665964,0.2661478338988074
2022,01,ESP.7_1,0.02409472165520296,0.9535551362330539
2022,01,ESP.8_1,0.1714679747765278,0.17837191832161103
2022,01,ESP.9_1,0.2140413764870886,0.13989865418135716
2022,01,EST.10_1,0.1483381952669718,0.07499133471431929
2022,01,EST.11_1,0.16444393018903647,0.08937012525174871
2022,01,EST.12_1,0.2318066921386434,0.11255202052042579
2022,01,EST.13_1,0.17838749490162664,0.08317469810613456
2022,01,EST.14_1,0.11963709086426631,0.08360386594045949
2022,01,EST.15_1,0.16063612143268405,0.0896206680961744
2022,01,EST.16_1,0.22194344831049573,0.07670758606729758
2022,01,EST.1_1,0.21698306355208535,0.10792927197734013
2022,01,EST.2_1,0.12848061191786572,0.1277965066623692
2022,01,EST.3_1,0.14539763910142137,0.08445280675234372
2022,01,EST.4_1,0.13916612377573864,0.08595368339168431
2022,01,EST.5_1,0.14612578942502177,0.08255932301954787
2022,01,EST.6_1,0.1815872756292265,0.07691286816987601
2022,01,EST.7_1,0.15577867815885976,0.10150798793933846
2022,01,EST.8_1,0.1837946503380806,0.09719636400345494
2022,01,EST.9_1,0.007951851152874532,0.11628818064474636
2022,01,FIN.1_1,0.06578551686384713,0.05627296245127776
2022,01,FIN.2_1,0.02706503393101298,0.034066073255849205
2022,01,FIN.3_1,0.04676830372353568,0.03970688538998022
2022,01,FIN.4_1,0.07775089274249887,0.09402761422343973
2022,01,FIN.5_1,0.13726755954286213,0.07734873545203026
2022,01,FRA.10_1,0.3620139248290043,0.4217551295298234
2022,01,FRA.11_1,0.3041781643152817,0.24725840121355755
2022,01,FRA.12_1,0.22494978910497737,0.3792568733184092
2022,01,FRA.13_1,0.17916748194725976,0.24740168319847064
2022,01,FRA.1_1,0.2670551691266341,0.17845318342538366
2022,01,FRA.2_1,0.230468677007598,0.19922195669056258
2022,01,FRA.3_1,0.21968353641517382,0.3687291419705262
2022,01,FRA.4_1,0.2044924801339061,0.27748999841798666
2022,01,FRA.5_1,0.0969908415401221,0.28949329486818753
2022,01,FRA.6_1,0.29321867529475565,0.29774714624594123
2022,01,FRA.7_1,0.2719299155661056,0.329879859755265
2022,01,FRA.8_1,0.27295468049936583,0.8977502036887486
2022,01,FRA.9_1,0.2477269492867981,0.32802959790088193
2022,01,FRO.1_1,0.030262869131353273,0.19633823269478276
2022,01,FRO.2_1,0.026999220002323746,0.19543564921286002
2022,01,FRO.3_1,0.014682203707261624,0.1587983525218231
2022,01,FRO.4_1,0.02097106131035092,0.20876114314303612
2022,01,FRO.6_1,0.016395901736929945,0.20180238232478304
2022,01,GBR.1_1,0.8335582314501,0.999999916275468
