year,month,lon,lat,est,se
2020,12,12.2,46.125,0,0
2020,12,18.075,46.075,0,0.7062124326291629
2020,12,18.1,46.15,0,0.7062124326291629
2020,12,18.175,46.05,0,0.7062124326291629
2020,12,18.2,46.075,0,0.7062124326291629
2020,12,18.225,46.05,0,0.7062124326291629
2020,12,18.225,46.075,0,0.7062124326291629
2020,12,18.25,46.175,0.09480122324159021,0.5808648724100985
2020,12,18.25,46.2,0.09480122324159021,0.5808648724100985
2020,12,18.275,46.075,0,0.7062124326291629
2020,12,18.375,46.275,0.09480122324159021,0.5808648724100985
2020,12,18.95,47.4,0.017329255861365956,0.25854206620973696
2020,12,18.975,47.4,0.017329255861365956,0.25854206620973696
2020,12,19,47.45,0.017329255861365956,0.25854206620973696
2020,12,19,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.025,47.325,0.04281345565749236,0.4011782646156195
2020,12,19.025,47.4,0.017329255861365956,0.25854206620973696
2020,12,19.025,47.425,0.017329255861365956,0.25854206620973696
2020,12,19.025,47.45,0.017329255861365956,0.25854206620973696
2020,12,19.025,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.05,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.075,47.4,0.017329255861365956,0.25854206620973696
2020,12,19.075,47.425,0.017329255861365956,0.25854206620973696
2020,12,19.075,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.1,47.4,0.017329255861365956,0.25854206620973696
2020,12,19.1,47.425,0.017329255861365956,0.25854206620973696
2020,12,19.1,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.1,47.55,0.017329255861365956,0.25854206620973696
2020,12,19.125,47.375,0.017329255861365956,0.25854206620973696
2020,12,19.125,47.425,0.017329255861365956,0.25854206620973696
2020,12,19.125,47.525,0.017329255861365956,0.25854206620973696
2020,12,19.125,47.625,0.019367991845056064,0.2730494460715861
2020,12,19.15,47.45,0.017329255861365956,0.25854206620973696
2020,12,19.15,47.7,0.024464831804281346,0.3060980235153438
2020,12,19.175,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.175,47.525,0.017329255861365956,0.25854206620973696
2020,12,19.2,47.425,0.017329255861365956,0.25854206620973696
2020,12,19.2,47.5,0.017329255861365956,0.25854206620973696
2020,12,19.2,47.525,0.017329255861365956,0.25854206620973696
2020,12,19.225,47.45,0.017329255861365956,0.25854206620973696
2020,12,19.25,47.45,0.017329255861365956,0.25854206620973696
2020,12,19.3,47.45,0.017329255861365956,0.25854206620973696
2020,12,20.775,48.05,0.019367991845056064,0.2730494460715861
2020,12,18.225,46.075,0.14402683239617242,0.7062124326291629
2020,12,18.225,46.05,0.14882772680937817,0.7062124326291629
